	+samples in group 0	+samples in group 1	counts in group 0	counts in group 1	oddsRatio	lower	upper	fisherP	fisherAdjP	logFC	se	pvalues	adjPvalues
dcaeea7e358820b02397b680458175ff	2	0	70	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.471419149686299	0.321867340659383	0.143019698820348	0.519633837387887
ef1f23661532eb4ee84bc4965e61f28a	0	3	0	35	0	0	1.84117764080038	0.0784313725490196	0.637139834057103	0.471028350049459	0.253267121624961	0.0629126218538554	0.504397473093413
85ab9572fa63e33d0fd0d4537c70cfd3	0	5	0	13	0	0	0.745293017492363	0.0115864527629234	0.456898038819128	0.469587693397089	0.176811396441508	0.00791046198562007	0.231381013079387
2230b4f5a28935ca094de4813bee9457	4	0	112	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.466768901568223	0.252907688501881	0.0649488864522902	0.510908958691457
8c6f91ecbec1d466c51859ce9fbe0f78	4	0	212	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.466138793577411	0.272441983495787	0.0870875095309844	0.519633837387887
1800e2d8d9ee88c910f56cb703379b8f	0	4	0	25	0	0	1.09804738506394	0.0308972073677956	0.533356710791619	0.463870303436725	0.193595266384256	0.0165713427945702	0.30613375373127
ee41b89426af6b53f552a12022930c2a	5	0	68	0	Inf	0.808303823157474	Inf	0.0527119938884645	0.570957435456739	-0.461431923493201	0.234039595828958	0.0486555525858134	0.474577832467505
ecc331b89944db86a61fe48a84b4755c	0	2	0	381	0	0	4.19185513437601	0.19047619047619	0.728820598006644	0.460611591280785	0.337076637720376	0.171785462574868	0.519633837387887
302f11395f4c84f74ea33f22c0f57835	4	0	276	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.458153197963564	0.285802388545471	0.108925408420104	0.519633837387887
02c5805397589c1db6ee3d72f38b1367	5	1	161	43	4.80620016779676	0.456854536899201	251.580268411302	0.196218076673485	0.728820598006644	-0.457125241398788	0.375503700847588	0.223465192571185	0.519633837387887
26888bad0cd8c6ae57af7b7de92a5640	5	0	67	0	Inf	0.808303823157474	Inf	0.0527119938884645	0.570957435456739	-0.453141704935951	0.225879561561125	0.0448433525772451	0.474577832467505
014d2795e1189ec856c12679fa4feb72	6	0	59	0	Inf	1.09130379926644	Inf	0.0240107773314604	0.533356710791619	-0.452384857180568	0.209698926787779	0.0309817911201544	0.434057790452024
f1da1097b18d1c58f4b64f2c3c6630e2	0	2	0	84	0	0	4.19185513437601	0.19047619047619	0.728820598006644	0.449876919789109	0.265219333400395	0.0898395261272256	0.519633837387887
c72828dd44ac0bbe4d37584d16dca200	4	0	115	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.449383687383764	0.260208224461428	0.0841648449459831	0.519633837387887
e2b80c71ce6db1c88a12bc41897b0ce7	4	0	192	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.44806166753904	0.275425814071207	0.103780389110592	0.519633837387887
715bf775be8aaae4ff188f62a2fb77d8	3	0	635	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.447527628190582	0.327250271024039	0.171456306980163	0.519633837387887
02bddf815fc6ec58e0ce1a8f1ce8612b	0	1	0	926	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.447086614002727	0.423770983883701	0.291416446992046	0.519633837387887
0fcf1c1d76b850337d79c6ff8f76c045	3	0	21	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.447083309867583	0.233349969838964	0.05537340502989	0.481885913194001
4f63e61c60fbecc6957fc217bc7b7257	4	2	155	38	1.72371558058729	0.20891919890493	21.8056824257241	0.672244264274625	1	0.446693457067002	1.53175996132068	0.770576374717749	0.826409949161304
345b0ba27d663f3ee7d020d11711e319	7	2	94	51	3.63764853744452	0.552033319610835	42.1150466811171	0.244918596420265	0.745373647487107	0.443062699608432	1.40841589654543	0.753078826621724	0.813325132751462
41a8e5a76f1641f661bc2b60ddf19d5a	3	0	292	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.44172991575232	0.328070757077022	0.178158373456199	0.519633837387887
1feab43b32685d040e3d1099bfdfa906	5	0	58	0	Inf	0.808303823157474	Inf	0.0527119938884645	0.570957435456739	-0.441590547098362	0.22377972327817	0.0484583303287918	0.474577832467505
012590796dceb2653dd46e29caa03955	2	2	29	11	0.783280609930878	0.0507961533627122	12.0700774055376	1	1	0.439417296389042	1.83485241692947	0.810730512908945	0.856268034195706
470ec322d28abdc632c2a1c3c9ee20d0	2	0	203	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.434727889102102	0.342959710734137	0.204948999976741	0.519633837387887
c3963d38fa9ada22598f0412aaf957ad	3	0	78	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.434629505940065	0.273309997566781	0.111779880218825	0.519633837387887
07632295d3d381267d7a75d90777c13a	2	2	26	26	0.783280609930878	0.0507961533627122	12.0700774055376	1	1	-0.433295954392527	1.87888592046142	0.817615287143735	0.861810708070424
ec3cd36f18445e52f980f4ea7e519284	5	4	45	115	1	0.170745065700764	6.24139108529823	1	1	0.430856081634302	1.16728093564201	0.712045087104972	0.776683157622629
44d54d6783887711abb1f9d6cd417c65	8	3	638	240	2.8055044568273	0.5131311688004	20.3174613482408	0.276727227783957	0.814690026954178	0.430674094060156	1.20727736170529	0.721292678852191	0.784629329371237
3a5b617913bf0b1bfddc8af50097a321	1	2	14	315	0.378757870335378	0.00594482380456019	7.9561952105911	0.574229691876751	0.921743697478992	0.430485712712754	0.406415527778345	0.289497069675241	0.519633837387887
a43cc22e0311eb28220832fc04fa4d9c	3	0	74	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.427344355887958	0.272693912920846	0.117086412862438	0.519633837387887
c4781a3c11accd1f20314d04de6b309c	8	1	243	84	9.43924078581364	1.02484790825426	471.330748677851	0.0260488056077927	0.533356710791619	-0.427267329100558	0.325572648153916	0.189399930632869	0.519633837387887
51554d0d5b711a534b56ebc00d2ab382	6	1	72	7	6.14227634521505	0.62217748580139	314.434873076123	0.104134322350641	0.637139834057103	-0.424875391020756	0.228474149540763	0.0629391260654186	0.504397473093413
d17d95b1bac320c43768b58f4901f75a	4	0	93	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.423789702216785	0.243077797615799	0.0812581170885158	0.519633837387887
4fa518ed0d51493b67f30bb5d1dc2860	2	0	42	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.423747693676185	0.283373194917637	0.134817979889339	0.519633837387887
a2bd7a5d5782de5a0e1b9a8d05ee5f2e	0	3	0	112	0	0	1.84117764080038	0.0784313725490196	0.637139834057103	0.420802322076214	0.244476949403764	0.085208159335346	0.519633837387887
96cb13df2a88b0c83d86e8e18b0b957a	0	1	0	706	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.41997839150241	0.353052739472297	0.234218289657805	0.519633837387887
328de8b25e4285b971fbdcd9e3162bf3	0	1	0	704	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.41979380683215	0.352899685170667	0.234221094399364	0.519633837387887
70f60792f76eb153eab811f371484ec2	7	0	27	0	Inf	1.41268811050709	Inf	0.010656853161597	0.456898038819128	-0.415768934304971	0.170049451005611	0.01448568029079	0.293343639244301
826be98e28439cdbc5976e6596ea495c	4	0	92	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.415625866121195	0.236776208550949	0.0791989185637418	0.519633837387887
6035ced479a8cce8084aa7fd371bdb61	3	1	498	4	2.58199007800764	0.184081570258213	147.939764700437	0.612936083524319	0.939478451166095	-0.415624536687507	0.347394315846094	0.23153828136066	0.519633837387887
20a40715306449de09f237ebc0c1d433	6	2	82	35	2.91340779392494	0.422680933485797	34.3832840359665	0.257124672095555	0.775794497755356	-0.415497345178927	1.46970320516618	0.777400426860871	0.829384649933634
34169faf75febc1c04f1a9f4278e0761	4	0	239	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.41503592276943	0.28414745535145	0.144115438370718	0.519633837387887
038765f119978aaa180bf7d8de851dd4	2	4	21	65	0.343883178981412	0.027041674615398	2.8412958915787	0.373752433524729	0.814690026954178	0.413760434686152	1.57981706356574	0.793395442763979	0.842182864143619
bcba65cea22f5fd3479a40424f0e0ddf	8	1	73	50	9.43924078581364	1.02484790825426	471.330748677851	0.0260488056077927	0.533356710791619	-0.413753631540569	0.265626592250023	0.119315908658534	0.519633837387887
b0d26f4970a76dc4a7328ec36c80cd37	6	0	35	0	Inf	1.09130379926644	Inf	0.0240107773314604	0.533356710791619	-0.413285584336181	0.185449265927017	0.0258429190845271	0.406158116358314
4a33bd0214fbc77ce465482efa01ca3d	4	0	93	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.412315212109102	0.246944309721841	0.0949849076939722	0.519633837387887
66bf5b51648a40e806c71080b644b524	1	4	2	27	0.166002492836945	0.00305566783302985	1.94026614246648	0.149265766912826	0.728820598006644	0.410881712832238	0.233601462669262	0.0785944223616581	0.519633837387887
2cc9558d626b677605a361ed9b0b1518	0	2	0	209	0	0	4.19185513437601	0.19047619047619	0.728820598006644	0.404565551174762	0.344405626284493	0.240123751449752	0.519633837387887
954ce9a7ede67cd652c46b8d2b76f22a	1	2	7	1807	0.378757870335378	0.00594482380456019	7.9561952105911	0.574229691876751	0.921743697478992	0.398011137374341	0.495713672719411	0.422029469813254	0.565743713018329
d1396bde813cb13a78212a53c469174d	4	0	89	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.397275240294134	0.25351840475664	0.117103720257068	0.519633837387887
6998684fc07e7d253cd31e2849cd9dd2	2	0	115	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.393849842697717	0.301741261288958	0.191805408080857	0.519633837387887
59d4294cb16240dd9b2d8510f9244281	0	1	0	366	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.393266704845146	0.369336905015971	0.28697040554252	0.519633837387887
7e8737af6a467b50bc1aacd373097c39	0	4	0	25	0	0	1.09804738506394	0.0308972073677956	0.533356710791619	0.392898561691678	0.182359310736273	0.0311986508459097	0.434057790452024
73114ca86a36c97048c75ffce116a4a8	4	0	255	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.391643645867064	0.262772312722173	0.136111301481298	0.519633837387887
ee89bfb0d4efe38b1dec151b436cf7eb	1	4	3	20	0.166002492836945	0.00305566783302985	1.94026614246648	0.149265766912826	0.728820598006644	0.39034886708222	0.241799649211916	0.106451886077319	0.519633837387887
47cc9154c203d91091919c91a71421bf	0	1	0	649	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.388932460977692	0.282430515891122	0.168484181212734	0.519633837387887
6ea924c5994cc5c4120112bc0dee1fa8	4	0	59	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.386987481887538	0.228368178760805	0.0901556777743937	0.519633837387887
ee354f6cb94a0c8def2acf0db62f176f	6	0	21	0	Inf	1.09130379926644	Inf	0.0240107773314604	0.533356710791619	-0.386007740473825	0.159663441768876	0.0156217876212428	0.293745399378011
9d6c3829be92e35d2c729a06a07f9cea	0	3	0	16	0	0	1.84117764080038	0.0784313725490196	0.637139834057103	0.385913488922625	0.204129538810459	0.0586868033375922	0.501404831362884
93b46d7575a82115c067217d627bf342	0	2	0	35	0	0	4.19185513437601	0.19047619047619	0.728820598006644	0.383988886169486	0.236424554908264	0.104343848357134	0.519633837387887
444bb101a33f7641f3f72757ff5114b2	4	0	60	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.38234663994594	0.2181790771571	0.0796974712934679	0.519633837387887
26de41ab499a8c4b5073dc8a2ec236b1	0	1	0	292	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.381452683534993	0.362560340264341	0.292749940091585	0.520035131840778
88e7f0e8734eaba5aae62560a2d25613	4	0	191	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.380581528448992	0.240507139124771	0.113555409115871	0.519633837387887
46163eb432246ac992c7832b604e54c2	6	0	33	0	Inf	1.09130379926644	Inf	0.0240107773314604	0.533356710791619	-0.378608641714171	0.183747714642612	0.0393525976076166	0.460584009801442
9e6f476523ba7a046fcb7c1ae5a9c124	4	0	22	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.376597028005519	0.217761276240934	0.0837369740984015	0.519633837387887
d24171a0b683e4440581986b79442db6	0	1	0	282	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.3761761452406	0.347896605273303	0.279569380641096	0.519633837387887
a4d3f0d85dbc4fa9d95b2e233bd759e5	3	0	63	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.375880405375559	0.248218508604229	0.129946584316399	0.519633837387887
f2ed6d624b448eb5e6c7fb4dbe60642c	3	0	137	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.375348780276757	0.284316981303526	0.186775881217979	0.519633837387887
99fb700bdef9fdc796551edac7e4c307	4	0	96	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.373988682365916	0.217067574202405	0.0849041450253432	0.519633837387887
06b1529f7e916199cfe39c0a6d55bb35	3	2	14	19	1.22813439290493	0.122088254312132	16.6474698491683	1	1	0.373946620600206	1.60858590108238	0.816173634326748	0.86115314323253
f6483fcaecb557528b0663e00aa532fe	0	2	0	73	0	0	4.19185513437601	0.19047619047619	0.728820598006644	0.369632289406181	0.237832917470786	0.120144368713081	0.519633837387887
23d36203f0f1e8278877645de1de38b2	3	0	112	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.369234443205725	0.267668870159354	0.167757640524133	0.519633837387887
08a7b93d8a83b8cd3d26a61f8915e5b0	3	0	84	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.368479372931705	0.270329771369867	0.172859318024035	0.519633837387887
1a80b0e637b98f565e0f35e700685cdd	0	1	0	317	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.367923055420443	0.309930802900217	0.235182834645828	0.519633837387887
a1bc996afbfa3f6311d198cad6c46107	5	1	309	126	4.80620016779676	0.456854536899201	251.580268411302	0.196218076673485	0.728820598006644	-0.367407144037422	0.333089429549053	0.270014775446318	0.519633837387887
1ffe4d39dadddae351e59bf0d0bfa4e1	1	2	14	77	0.378757870335378	0.00594482380456019	7.9561952105911	0.574229691876751	0.921743697478992	0.365059058426789	0.327797993503286	0.265420434384743	0.519633837387887
4e32faffe3838ba5cb1967cca6730658	0	3	0	32	0	0	1.84117764080038	0.0784313725490196	0.637139834057103	0.364397126163162	0.186804167313773	0.0510938667370044	0.474577832467505
f1bdf19263a4babc93ec6b8be06a6b8b	6	1	107	16	6.14227634521505	0.62217748580139	314.434873076123	0.104134322350641	0.637139834057103	-0.363173441881764	0.284264283518831	0.201393735600437	0.519633837387887
4875eff948215dcfcf58ae9ffca55655	2	0	81	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.363016708671994	0.278597684637788	0.192569951080404	0.519633837387887
b8fff4f78b823d272370b09beafde94d	0	3	0	27	0	0	1.84117764080038	0.0784313725490196	0.637139834057103	0.362206536638619	0.180298499579947	0.0445448685378178	0.474577832467505
16a3d35db7266316c0c558f93660cf42	0	1	0	257	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.36012193799299	0.312759105138863	0.249553114375893	0.519633837387887
6c22f0959e77402b840d8bcae036af4d	0	1	0	277	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.360028951874012	0.304749350750913	0.237446374151274	0.519633837387887
809ecf1662910a04426ce4d9c86afc3c	4	0	83	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.359441504451476	0.225609934307674	0.111115572677746	0.519633837387887
a619529eaf8b18c03fabba4cf31ff1a8	0	1	0	274	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.358459140441127	0.302101455583995	0.235404308110503	0.519633837387887
9c451ac02656e5992462fbe879861184	0	1	0	422	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.358002824453947	0.260469049935348	0.169300666229797	0.519633837387887
a7c6fc4735617ba0a13b6437ba9c4f3b	2	0	9	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.357268874637841	0.206831928528883	0.0841067832323994	0.519633837387887
116f78e42fa9aa8b556918ef633388a5	0	3	0	12	0	0	1.84117764080038	0.0784313725490196	0.637139834057103	0.352235834387877	0.186681667573861	0.0591837254356653	0.501404831362884
c4ded5d5b6af242d0b2ce61e16e97ad5	0	2	0	32	0	0	4.19185513437601	0.19047619047619	0.728820598006644	0.350734495554052	0.224185147634138	0.11770350893588	0.519633837387887
717a287913b97d2a93b35dbf42b816f7	3	0	61	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.350634222951148	0.244106403040591	0.150888802912631	0.519633837387887
f129764c0b6a2c09a814c82ddd0ccb2d	0	1	0	239	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.349591717158632	0.294769064593883	0.235628185645386	0.519633837387887
b6624d469e07c5b3fd6bdd6b9531f39d	4	1	83	5	3.62844445846106	0.311188727618453	196.538768009095	0.354893472540531	0.814690026954178	-0.348869252016381	0.240940910886849	0.147632357854204	0.519633837387887
9fb9b083ae60704517ab8b89006d0d1a	0	1	0	236	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.348772386411751	0.294091746996191	0.235649728520139	0.519633837387887
f766dd25bd0ebdc437ed2b097c137a0a	3	0	43	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.348569075435028	0.229744710220119	0.129215755687965	0.519633837387887
989c5113d9748121cdda78f95450fb20	3	0	64	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.348060601317955	0.22608642398758	0.123681682737821	0.519633837387887
2cd01a4e0b7cfdfc262bf9292c935e15	0	2	0	25	0	0	4.19185513437601	0.19047619047619	0.728820598006644	0.347570532456377	0.233825260094431	0.137159031124917	0.519633837387887
8276b3032dc62cf54a4c985f8d4686b0	5	0	58	0	Inf	0.808303823157474	Inf	0.0527119938884645	0.570957435456739	-0.347486076497547	0.2142268637672	0.104793250241363	0.519633837387887
5baf147beb0c68dc9b28e8e709c82ba8	2	0	33	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.347215314148014	0.255725120770213	0.174537400781902	0.519633837387887
8292e565547d6c1133d4a12857605080	6	1	65	44	6.14227634521505	0.62217748580139	314.434873076123	0.104134322350641	0.637139834057103	-0.346079214558668	0.266233153631702	0.193631719701848	0.519633837387887
497704fe3234cce0b8d2b8be34516776	2	0	99	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.345585942598344	0.274382230670335	0.207847786526931	0.519633837387887
c85595a48aca01ae73bded9ef7982cba	0	3	0	12	0	0	1.84117764080038	0.0784313725490196	0.637139834057103	0.344865628875558	0.183018099090946	0.0595209913773604	0.501404831362884
db0b29c9f8f91f861a888aa6967ac9e8	5	0	59	0	Inf	0.808303823157474	Inf	0.0527119938884645	0.570957435456739	-0.344771933554535	0.164766528312238	0.0363949110778545	0.458715434655816
1b496a38baf11b0c66227017e7c12e04	4	0	41	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.344097983921645	0.213302558438642	0.106702797843858	0.519633837387887
18518dc6b55902c96a5628b6a1683284	1	3	2	38	0.237444373311732	0.00413800299051298	3.33334860773575	0.303284950343774	0.814690026954178	0.343781297685408	0.274581191842641	0.210562372152259	0.519633837387887
65d96f6eea2705802f40b5d07f9c0800	2	1	123	1	1.64402933195971	0.0782800612096576	104.715696814652	1	1	-0.341278976960162	0.290729991239347	0.240447428188906	0.519633837387887
e4721ef66caa733bd0fd5751700ce4eb	2	0	94	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.341232305457773	0.273881970942639	0.212797412876864	0.519633837387887
9bb93cb8266c89c4c50313af90dc333a	1	0	205	0	Inf	0.020528125	Inf	1	1	-0.341042844914278	0.336650952018631	0.3110382681492	0.526051452179311
710cfa4f476d4d7bfef4373cc13fcfa0	4	0	50	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.340858775849498	0.229636153469726	0.137717995611162	0.519633837387887
5f9c797844d22cddc50d52a1158500ab	2	0	206	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.338557056187456	0.300175935841224	0.259378169388292	0.519633837387887
b0a3574c4492821c9175e36727c2be8c	4	1	11	14	3.62844445846106	0.311188727618453	196.538768009095	0.354893472540531	0.814690026954178	-0.337780202388677	0.23722109949246	0.154474105181392	0.519633837387887
42ccbac549fd45a3be0978bf946416e7	3	0	72	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.337433844521963	0.237750574783854	0.155818370469178	0.519633837387887
956f202ac5c3595c5435540cfc374fb9	5	1	214	11	4.80620016779676	0.456854536899201	251.580268411302	0.196218076673485	0.728820598006644	-0.336893777492439	0.333020401354411	0.311714495206433	0.526051452179311
fcc2fb3189540f7d72597f0099880b83	4	0	87	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.336842225398273	0.217903821502013	0.122145672943016	0.519633837387887
9da651944f9177aeda75fbfcd76e9cfc	0	1	0	133	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.336780210956719	0.320685139152127	0.293630931566123	0.520035131840778
187fe711d2472a4b3a37413f466afbab	2	0	33	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.336776541027812	0.264109833866774	0.202260326774029	0.519633837387887
bedef8c7a888dc1731b64eb305d30634	4	0	55	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.336363689120935	0.205101209168325	0.101007492435379	0.519633837387887
466289ce053f74f5606ee9e706ce13bd	3	0	61	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.336214363387765	0.246204465032989	0.172067676852106	0.519633837387887
1b626d7b1a4942dbe0b3b3bd78cbaf53	3	0	131	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.333170961592638	0.256514141328327	0.193998664465	0.519633837387887
68d11a987309e60f13e089b24e3079f0	1	0	174	0	Inf	0.020528125	Inf	1	1	-0.331994168017828	0.32785452525206	0.311238615232862	0.526051452179311
c3b3027aea764015989f5fc8ea7f55e5	3	0	75	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.33176217396952	0.226870760148667	0.143648078632048	0.519633837387887
943490dd38726e088e97dad9df5b5853	4	0	57	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.328746137003095	0.179085171875767	0.0664024618680243	0.516316252672928
4474828b4977194b712ebde025bd48ae	2	0	183	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.327029953147905	0.276470414721302	0.236858674702388	0.519633837387887
dadb2abdb9ef7d4aa7b12d83aa691d4e	3	0	65	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.325478315235445	0.218815352766956	0.136894288258535	0.519633837387887
15dad37d20a2a45710997baa02d5f8e4	4	1	36	63	3.62844445846106	0.311188727618453	196.538768009095	0.354893472540531	0.814690026954178	-0.325221112353035	0.353380983765561	0.357409218972729	0.55881045662105
c81a99d324c939673a6010fcfc3661af	5	1	298	133	4.80620016779676	0.456854536899201	251.580268411302	0.196218076673485	0.728820598006644	-0.324765229557827	0.467028105472705	0.486812863807835	0.598848067277629
984b13c33e055d9196bf018e212a87a5	5	1	151	34	4.80620016779676	0.456854536899201	251.580268411302	0.196218076673485	0.728820598006644	-0.32413161711248	0.306763103709823	0.290685664501624	0.519633837387887
d7ec939060d1879be692b2abaa9a4a8a	0	1	0	161	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.323993409667313	0.27362350411533	0.236379528920247	0.519633837387887
5333b1c3f0e1e0257a8995a9c5f8a932	6	0	29	0	Inf	1.09130379926644	Inf	0.0240107773314604	0.533356710791619	-0.322057986396918	0.178945500876105	0.0718993972475594	0.519633837387887
24489012dfca9a88c2e4e17b7885bd12	0	1	0	112	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.321737359049528	0.298316005617086	0.280805378497471	0.519633837387887
4d132bf868808220a7cc8e1169158dea	2	1	19	2	1.64402933195971	0.0782800612096576	104.715696814652	1	1	-0.31936283615516	0.240691476673683	0.184556450688262	0.519633837387887
ab91b0f6f70a5993d5121cd2cfeb6422	4	0	42	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.318380152042641	0.184150788848593	0.0838251926712088	0.519633837387887
caa8cd088ae65ffb65cf475d81135186	3	0	40	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.316692188396892	0.223205514325785	0.155946613335348	0.519633837387887
24fd564ac97af1fc07139f9765328c19	3	0	9	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.315367686295622	0.181406693697206	0.082130369290716	0.519633837387887
105fbe46841fd226f48f20f26cac5553	4	0	68	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.314831815317056	0.203844171953945	0.122473792577577	0.519633837387887
d9bc569808d6e3779660d109ad90bb4d	0	1	0	99	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.314476610742044	0.291713819128534	0.281019814034842	0.519633837387887
55959183935818f5bea8671bd086db51	0	1	0	137	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.313552577284919	0.265009248926332	0.236739411240066	0.519633837387887
b4f03ad5ca5004c5c0b183e0670b66a6	2	0	6	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.313528077264697	0.182883963226281	0.0864635070892941	0.519633837387887
3326268afae56fc5ca263a385ab32945	2	0	86	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.312546286973945	0.259609877783505	0.228625320680467	0.519633837387887
1416db00530b8689854229cc33b83315	4	0	58	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.311890142016792	0.186837946422075	0.0950562884253783	0.519633837387887
5eb829390f2b5f4dd5ec0904fd4e2eb3	2	0	104	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.31083767050127	0.257721931631844	0.227780058661738	0.519633837387887
f4f6809701c80a7b486c7a4ac5334c31	0	1	0	93	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.310798984077297	0.288370907810442	0.281134134084496	0.519633837387887
fd65b8265ffc439611c35417706e25d1	4	0	25	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.310726502162652	0.182989846040403	0.0894977126116661	0.519633837387887
5e76a817ad6d205172dbc02128091954	5	0	30	0	Inf	0.808303823157474	Inf	0.0527119938884645	0.570957435456739	-0.310548491288968	0.177799953285526	0.0807037277308849	0.519633837387887
e87796e1c3e27ffb836d141fffd63ef0	3	0	111	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.310450354493317	0.232571676548266	0.181922556744229	0.519633837387887
7e4a04288b6d94e8632abdf0380bb592	2	0	63	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.309314230269173	0.248276758266098	0.212821494021616	0.519633837387887
e3fe2a8c171461adc45acf08d6ebe021	2	0	29	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.307667684972143	0.220295564598549	0.162529930235836	0.519633837387887
5d95a1dd58e871c90fa025de570c9d17	0	2	0	42	0	0	4.19185513437601	0.19047619047619	0.728820598006644	0.307096715571335	0.175655550648247	0.0804139491530085	0.519633837387887
