	+samples in group 0	+samples in group 1	counts in group 0	counts in group 1	oddsRatio	lower	upper	fisherP	fisherAdjP	logFC	se	pvalues	adjPvalues
f95843a02554ac41c0b0093c3a9644cc	2	0	28	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.184684003698123	0.165730522259195	0.265123381779983	0.519633837387887
2fea9b0ff4c2d64c0f575f565b6b11f0	3	0	64	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.184639828651811	0.14413934201911	0.200200168823827	0.519633837387887
53238008193a04476e76864020df6027	2	0	21	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.183920114585269	0.16163650039431	0.255177896543783	0.519633837387887
d0707cd3daa19cf854c010305df6f93a	1	0	17	0	Inf	0.020528125	Inf	1	1	-0.183539441453259	0.192397679268025	0.340104544480388	0.542621341420983
2c80789340fecf57268706f18d1fd4df	0	1	0	22	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.183134224854565	0.151749664905449	0.227502248125771	0.519633837387887
643785e1f50926d576ba76147c0b653b	2	0	46	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.181944030541283	0.160998990863797	0.258436520977321	0.519633837387887
71065e2597486bfdb36b408701366be5	3	0	22	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.18185564752429	0.134705719257651	0.177009014214958	0.519633837387887
993c4efcf381ba07e3cb640daeb8500c	3	1	103	2	2.58199007800764	0.184081570258213	147.939764700437	0.612936083524319	0.939478451166095	-0.181794182736611	0.173483800108703	0.294683331421995	0.520035131840778
51be5197c4e04d26d4d035d8b82643c0	3	0	21	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.181751602807606	0.139380087431003	0.19223365870135	0.519633837387887
bec41cd6e1b5b61eb56d50c0b1820df1	1	0	36	0	Inf	0.020528125	Inf	1	1	-0.181711031646625	0.205467699444787	0.376492408861287	0.55881045662105
8700261dba6248b61bfa41942ff51b39	0	1	0	10	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.181460441196721	0.171659742605954	0.290468802915604	0.519633837387887
b0dd03184feca9136ec8da1c0b8506c6	1	3	2	7	0.237444373311732	0.00413800299051298	3.33334860773575	0.303284950343774	0.814690026954178	0.181445736661706	0.132508260568362	0.170900388248534	0.519633837387887
d6b7fb4e0b43a82e3c08f4f8fb6f693b	3	0	16	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.181302044652138	0.144848743002282	0.210692102751258	0.519633837387887
feab3d74f4f6904b31e0aee7f471e488	1	0	11	0	Inf	0.020528125	Inf	1	1	-0.181248774242156	0.182290429155778	0.320083776114011	0.53078459251662
d605987187b831697202f2920b9b9cf2	4	0	7	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.1803438273893	0.104127760889037	0.0832828894477453	0.519633837387887
f724c1400ac4c9beaba96cb33affb5a4	0	1	0	20	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.179700822826989	0.150287362550758	0.231807875982463	0.519633837387887
4176b6b9b9fa122f2c7a1b1f384c107a	1	0	88	0	Inf	0.020528125	Inf	1	1	-0.179638931756264	0.219272014135232	0.412642923830616	0.564457681665405
49a44a18c498aad528b893206b8907c8	1	1	5	76	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	0.179490467790928	0.256337599933465	0.48379539539232	0.597229251287354
20e84212d7ffe4009bc4377738a2c325	3	0	12	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.178778291477863	0.126576631005995	0.157828827151925	0.519633837387887
fbd089f8461dbc4918f7177f1a9a54fd	3	0	11	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.175847608991038	0.130347511173364	0.177315241834548	0.519633837387887
2416e40836f365dc7d1299bdef9416b6	3	0	59	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.175664131287691	0.13774005313698	0.202192182755911	0.519633837387887
89587c83fb3fc8a359923a8fb82b2dc7	5	1	54	16	4.80620016779676	0.456854536899201	251.580268411302	0.196218076673485	0.728820598006644	-0.175438235892026	0.184228683331082	0.340952396438358	0.543151094477445
cf0a0439584225126e36bed305c7f3ca	0	1	0	13	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.174858687962731	0.156078722819876	0.262575857800248	0.519633837387887
1383ddf62b12c94f2d4bca3cff634ecf	0	2	0	14	0	0	4.19185513437601	0.19047619047619	0.728820598006644	0.173770883776641	0.099470387503526	0.0806441100732198	0.519633837387887
d8cc9ad812fa9e885cd911d1985aee01	1	0	30	0	Inf	0.020528125	Inf	1	1	-0.172918692666477	0.195935778031636	0.377491669501319	0.55881045662105
59c012a3e9e8b6c5841e667021b91efd	1	1	14	43	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	0.172880775646057	0.219187162165719	0.430266402093368	0.565743713018329
35447c5e23960bc34c7e24a1eda8c4dc	2	1	12	2	1.64402933195971	0.0782800612096576	104.715696814652	1	1	-0.172577092994581	0.203958054502128	0.397474580951983	0.563745297138151
52189f7b3ef231b8c257af9d54c08e3e	2	0	28	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.172120697779288	0.178189845805335	0.334074210523063	0.537975089502639
818abde922c712f1b2d86e0a12f2659b	0	1	0	7	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.171898763100352	0.167478008603324	0.304704948701005	0.521714326800257
9a99b13d04559f94c05d994d54244ca9	0	1	0	7	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.171515934625507	0.166969004146045	0.304311147198719	0.521714326800257
44001b8a599c18af7fefb8b4a7a1791c	3	4	11	18	0.539022223699556	0.066306154342127	3.83933793459567	0.674975562072336	1	0.171407090018191	1.40035682813871	0.9025803076821	0.923631743429788
e30b353d2c49051fe9ec9645f1896d6d	3	0	25	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.171290606187576	0.125260239345456	0.171475566907475	0.519633837387887
1a1ce1b1a6e352d3b47df8be9c77280b	4	0	21	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.1711788795424	0.103303771605384	0.0975106097520362	0.519633837387887
750d4bc636e851f1db1ee4f08bda9372	0	1	0	29	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.171079215705738	0.129630938213019	0.186921630657678	0.519633837387887
9aad024bf223f1a6e0dd688dfd616528	2	0	12	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.16918342720286	0.139436678854496	0.225001699530351	0.519633837387887
e818777dd8f2c2d7043414b076e21e33	2	0	33	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.168948998340856	0.153773657531928	0.271904955746745	0.519633837387887
d9459c5e12079288328b8110fa310ee1	0	1	0	28	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.16878464081539	0.128069173379065	0.187531172651687	0.519633837387887
7ac60899f76d4772567897aae416d5ee	0	1	0	28	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.16878464081539	0.128069173379065	0.187531172651687	0.519633837387887
ff1f8dee86478308bbeff1bfc6bed115	2	0	13	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.168230093784144	0.148081642486898	0.255930145656414	0.519633837387887
d2f26faada986e3fe7d7227c8a4396ca	2	1	24	11	1.64402933195971	0.0782800612096576	104.715696814652	1	1	-0.168081107147543	0.274852914123018	0.540848030475648	0.63632734758755
4ea35d80a767cd97f6aa4208197e1f0d	1	0	49	0	Inf	0.020528125	Inf	1	1	-0.167415165298573	0.20002821617152	0.402616318425588	0.564457681665405
2be3b381b09e23005a4041a34225b1db	2	0	12	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.167291668237175	0.139783407539342	0.231387625049008	0.519633837387887
f07eae2e2abf500babba224ce434c78e	1	1	2	46	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	0.166733231802402	0.154655021651869	0.280990132943842	0.519633837387887
76656cd16c4da4b8488fc083cff5f307	1	1	179	3	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	-0.166659639009117	0.293956273843038	0.570745541663338	0.661008145132559
de4053df364afff203c3f157c94373cf	1	0	23	0	Inf	0.020528125	Inf	1	1	-0.166612298208399	0.186799574075627	0.372430011274626	0.55881045662105
94571878aed5fce0bcdd337681c7f8a0	0	1	0	16	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.16586170942829	0.139617588650893	0.234844657378944	0.519633837387887
61b1ef09f91445cf1d6bff05afaa9540	1	0	310	0	Inf	0.020528125	Inf	1	1	-0.165693314425664	0.223919936303311	0.459320151269517	0.582854988421317
7ae214b8b197f9e8f657e215964e3685	0	1	0	13	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.164947178917074	0.143750916136868	0.251195140032265	0.519633837387887
e4c12008a24c2bbbfb014ea4d8df1e9b	1	0	22	0	Inf	0.020528125	Inf	1	1	-0.164460878448431	0.184505677327813	0.372736366299868	0.55881045662105
b4d38283191a33c14a9220b3a0317891	1	0	38	0	Inf	0.020528125	Inf	1	1	-0.164268891415638	0.193473728466893	0.395853406735342	0.562528525360749
10ceacfd6ddf39ab14d553a58ba91d74	1	0	62	0	Inf	0.020528125	Inf	1	1	-0.164115311573881	0.201023619092089	0.414272451986255	0.564457681665405
57a4aca4aed837c224a3dc227ece50ea	2	0	9	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.16399508993395	0.136140432484517	0.228356834805851	0.519633837387887
2ddc6e11ad702cd08999da76eec1f5ef	0	1	0	26	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.163964652549692	0.124795785265736	0.188892075381324	0.519633837387887
64dd297098df57c485198222c79dbdce	1	2	4	19	0.378757870335378	0.00594482380456019	7.9561952105911	0.574229691876751	0.921743697478992	0.163912532548453	0.165604631568195	0.322280539746809	0.530988410710267
31046b99427f3260c5485866bf932ed8	2	1	4	50	1.64402933195971	0.0782800612096576	104.715696814652	1	1	0.162948925171393	0.206628414883857	0.430340859000013	0.565743713018329
de72dda268e61d3ff4353d84445402a1	1	0	44	0	Inf	0.020528125	Inf	1	1	-0.162529060622264	0.194441784344143	0.403225129237805	0.564457681665405
26e953002a5894430da699d814e94c50	2	0	29	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.162498026138918	0.155157331404863	0.294956027009311	0.520035131840778
f971543faf1e3d388f168c9a11b5b0db	1	0	24	0	Inf	0.020528125	Inf	1	1	-0.162225486758284	0.184372365721272	0.378924527190203	0.55881045662105
ff2a6d8f82197ecfdfb1a7e4c34caf78	2	0	18	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.16221585568423	0.138886775700514	0.242818087012284	0.519633837387887
64518bf986f698bc1820054fe138340e	1	0	11	0	Inf	0.020528125	Inf	1	1	-0.161229322941026	0.170154801245297	0.343361161678638	0.546162089497894
728dd5647c1feca2c8fa9d4ec1029155	3	1	38	5	2.58199007800764	0.184081570258213	147.939764700437	0.612936083524319	0.939478451166095	-0.160685094745441	0.174797997776197	0.357958735063708	0.55881045662105
869e382015da63c5b7204666542b08bf	4	1	59	7	3.62844445846106	0.311188727618453	196.538768009095	0.354893472540531	0.814690026954178	-0.160497648491593	0.187942045000053	0.393119311394488	0.560914139428721
cbfe43e42f42e80360fd2cbcd750d17b	1	0	33	0	Inf	0.020528125	Inf	1	1	-0.160471694696769	0.188272251872925	0.394026225899042	0.561447382776308
047f14389168ad23b6fd2ab9fd0b61f9	2	0	19	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.160467086430663	0.139579298485408	0.250288805699591	0.519633837387887
e176a9f3b0785f5d38f92c2225890048	2	0	46	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.160178772911356	0.151897781526147	0.291646341781806	0.519633837387887
26e1eefc5356d88450b74e2ee389d1bf	1	0	20	0	Inf	0.020528125	Inf	1	1	-0.159860379286828	0.179605610112702	0.373431846220257	0.55881045662105
40fceecff0eb8a0f7709859d88a7b069	0	1	0	15	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.15931815686098	0.133571010123628	0.232963383208407	0.519633837387887
23625b0c037267a239e9878a66b945ce	0	1	0	24	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.158800096106494	0.121300055283077	0.190483185780077	0.519633837387887
95e4158a3c44f790e34092e656025831	0	1	0	24	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.158800096106494	0.121300055283077	0.190483185780077	0.519633837387887
650cad9744e8b2f4bf96c598c6f12ddb	1	0	40	0	Inf	0.020528125	Inf	1	1	-0.158215798696894	0.189516553184558	0.403808396808361	0.564457681665405
f2ffd947a773648188637d7c214fceae	3	1	26	3	2.58199007800764	0.184081570258213	147.939764700437	0.612936083524319	0.939478451166095	-0.15811675925199	0.215245657510822	0.4625907818572	0.582854988421317
27abf254412a6756b5f414ded2d0b217	3	0	15	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.158079553436762	0.125909939785735	0.209298391374581	0.519633837387887
e04d6c081f15cc99b7baa2cdb0aea469	1	0	22	0	Inf	0.020528125	Inf	1	1	-0.158079360141202	0.179898701139196	0.379556809402858	0.55881045662105
5907a41128733ae9bf169daee6d2e118	3	0	13	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.157930481519801	0.109198604284685	0.148101958900443	0.519633837387887
f20f13a34b9c8b337c66f8ba40aec879	2	0	16	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.156372267333177	0.138816697836019	0.259968394293327	0.519633837387887
36634d7bdb620c5c831a8cdb5b72e487	5	3	37	23	1.42992812466137	0.225156241468402	11.0296484434691	0.708598779788991	1	-0.155872405061599	1.22647636811291	0.898869473659985	0.922523933493143
7d987d7e7c61fe892e4fc8fce8516509	2	0	19	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.154103687221824	0.143184467380172	0.281811078836929	0.519633837387887
b81c4cd684d13b48d88c4dd1b539dfab	0	1	0	13	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.153216214294985	0.12993561187172	0.238330370343096	0.519633837387887
8cf30506fc1bda966716247e99325ab7	3	0	9	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.153124691266633	0.116999397742999	0.190614040038378	0.519633837387887
c9a4ac9ab7210a13e39c3d670f84c4c3	4	1	17	4	3.62844445846106	0.311188727618453	196.538768009095	0.354893472540531	0.814690026954178	-0.152839975717574	0.16184470488077	0.34498473553802	0.54709175680954
3dbff4c180a830ab8870fa3256dda508	1	0	66	0	Inf	0.020528125	Inf	1	1	-0.152678797795237	0.192165011756437	0.426893216661927	0.565743713018329
1c300ec42346c77fa119fbb4b3294bbc	2	0	14	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.152395439719017	0.147110060015637	0.300235703689159	0.520837225674932
08667ecea072bf21d3c981291508d402	2	0	11	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.151586375505378	0.142695334019102	0.288095945444202	0.519633837387887
27c3334159450eb530ad4d5038a4479e	1	0	19	0	Inf	0.020528125	Inf	1	1	-0.151127969814091	0.172412226325588	0.380731003738062	0.55881045662105
b7ecfff5a64803682a32b0966ce5c398	0	1	0	10	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.1508445719	0.13305671175672	0.256926156275605	0.519633837387887
9d0c7771d630feba28e7465e5828238b	1	0	62	0	Inf	0.020528125	Inf	1	1	-0.150022827762078	0.188977274264339	0.427272844359215	0.565743713018329
2cd291fafb8383e84da700a1ba9025fd	1	1	8	118	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	0.149628682213628	0.35121676338495	0.670086391523486	0.744304820964378
d54a3f8ce2f931b7f21727f3945fec0d	5	1	55	39	4.80620016779676	0.456854536899201	251.580268411302	0.196218076673485	0.728820598006644	-0.149190139052615	0.263482603951527	0.57124160690468	0.661008145132559
1bae8864f920c2860d3a440432c472fa	1	0	21	0	Inf	0.020528125	Inf	1	1	-0.148746151561667	0.172191487176511	0.38767496997953	0.559054200602688
0ba3411f35eb9f259f0f55a89dfb15ba	0	1	0	7	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.148722907486869	0.138042747396911	0.281315671626203	0.519633837387887
f61de8344a374364daa477349e937749	2	0	23	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.147773498199575	0.130712097656472	0.258254413042983	0.519633837387887
ca9ca3251016369089de2b34657429c8	0	1	0	20	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.147211645611016	0.113505745417759	0.194647272188901	0.519633837387887
93583e719df6e1654ab63fe65a00588d	0	1	0	20	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.147211645611016	0.113505745417759	0.194647272188901	0.519633837387887
c64e3b26623185a9c71ee2ffaefa85b6	4	1	36	21	3.62844445846106	0.311188727618453	196.538768009095	0.354893472540531	0.814690026954178	-0.147195837046049	0.191870365572998	0.442984633981386	0.569938441004167
77dd215585c07a0af5512b2fa52043d5	1	1	1	36	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	0.146836623044248	0.145743321094897	0.313693809484364	0.526051452179311
fd7c5620f926804e198d6fdc940e6f71	2	0	26	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.146711645188388	0.137595789494764	0.286310203024378	0.519633837387887
575eab82275d703e7072061f8f71178e	1	0	20	0	Inf	0.020528125	Inf	1	1	-0.146477868797008	0.169717265633056	0.388099018902684	0.559054200602688
f70a02fcbd4f653788850f5a8dfd6de2	8	3	127	144	2.8055044568273	0.5131311688004	20.3174613482408	0.276727227783957	0.814690026954178	-0.146433263705159	1.18760796900783	0.901868739977567	0.923631743429788
bd1d01f5d19d828bc3e78694deed0764	2	0	18	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.146210299338246	0.132091789276501	0.268344047500895	0.519633837387887
12a3c3c32b168ca0655078c8fd09bb84	1	0	15	0	Inf	0.020528125	Inf	1	1	-0.146091625508616	0.164987291681455	0.375902120044659	0.55881045662105
1a672a19e12619d8b2a43ab3e780c47e	5	1	41	20	4.80620016779676	0.456854536899201	251.580268411302	0.196218076673485	0.728820598006644	-0.14605823857309	0.159580790715525	0.360054086936301	0.55881045662105
a004654202e076e4ab904efa0a55b5b4	2	0	13	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.145633416341799	0.127485736196312	0.253308286694743	0.519633837387887
28f523d68a0832968a7355e58051bbaf	2	0	9	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.145376871616612	0.121867183914838	0.232903692757795	0.519633837387887
1e484ee7495eff7097256083f59550c7	1	0	25	0	Inf	0.020528125	Inf	1	1	-0.145104588475663	0.171991131258066	0.398851136151873	0.563745297138151
942c830cbb17f74d56da24d60344ad42	3	1	33	2	2.58199007800764	0.184081570258213	147.939764700437	0.612936083524319	0.939478451166095	-0.144980872978918	0.133976279232349	0.279191046662207	0.519633837387887
439522b630fdd6a840efdde1c07d60ad	1	0	178	0	Inf	0.020528125	Inf	1	1	-0.144642802415501	0.196503579872137	0.461680628087211	0.582854988421317
9f24c888b237a5588139e6ee1945a742	3	0	15	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.144617427906073	0.111522892336105	0.194716857554003	0.519633837387887
f1b9aad2a1c8dda9133befb754475f79	2	0	9	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.144570665283121	0.121805260626334	0.235267062654824	0.519633837387887
9ef44f64908e1742139850c7c0909a19	2	0	9	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.144173040095988	0.122872437195402	0.240653306749481	0.519633837387887
39d9e05efb13bb6cbb67cb3b6c673f24	0	1	0	10	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.144085850310261	0.125287365333243	0.250126184794551	0.519633837387887
0f27eb4234855894c476d9d5cd58bbd1	0	1	0	10	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.144085850310261	0.125287365333243	0.250126184794551	0.519633837387887
f65b85b98c9ca7499ad9356c975f07fa	0	1	0	19	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.143998981670715	0.111358532664641	0.195972552754948	0.519633837387887
08bc66adba662c787c3d6a0f3a181410	0	1	0	19	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.143998981670715	0.111358532664641	0.195972552754948	0.519633837387887
8d8dfc3447eb86c6020bd8aa95552cb3	1	0	172	0	Inf	0.020528125	Inf	1	1	-0.143349472445631	0.194824191030975	0.461859192298646	0.582854988421317
71e89979eeaf5d85e0d656886f781cdb	3	0	12	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.14332786778943	0.109400815521307	0.190156259638571	0.519633837387887
30caec51b93d879f91c7891f347538f8	0	1	0	11	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.143233320452988	0.122348197925281	0.241718448111563	0.519633837387887
6002fa67d7d0554aa367193fb840603d	4	1	39	31	3.62844445846106	0.311188727618453	196.538768009095	0.354893472540531	0.814690026954178	-0.143171717477775	0.203023795999104	0.480687814699008	0.596865210452248
a59638da0e91bce38f8ac781ea095d65	3	0	10	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.143147437192782	0.109993368646376	0.193115143982025	0.519633837387887
7d52ac5186b4aae394a849310f2d9696	1	0	16	0	Inf	0.020528125	Inf	1	1	-0.143041535615903	0.163728305604026	0.382307885098384	0.559054200602688
b5488bd83d4ed5b6c902ba14351e8e7d	4	0	17	0	Inf	0.558252575288515	Inf	0.113148289618878	0.637139834057103	-0.142184383306376	0.0918243861515151	0.121516840285727	0.519633837387887
9eb7c096136b077fa79c4c7b1710ef61	2	0	11	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.14160879637052	0.126760232141474	0.263934906269532	0.519633837387887
17fef7e0ad68f9b6c8809f459939e144	1	1	9	3	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	-0.141224485280555	0.228253771476929	0.536102818743909	0.633398782079556
c1cf23c2753ca32c1b43b4dc6806e0c1	3	0	11	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.140992030898939	0.104095694543076	0.175594026785419	0.519633837387887
0f477c75e7ed901ddac7b9a8b66df774	0	1	0	11	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.140644834679031	0.119494979040177	0.239198030274367	0.519633837387887
c50c05551e3260b496237902c70e3ef7	1	0	27	0	Inf	0.020528125	Inf	1	1	-0.140590836098248	0.169462873896774	0.406750172229971	0.564457681665405
dc4f437f88dedc32e5a765ef8538df69	1	0	27	0	Inf	0.020528125	Inf	1	1	-0.140590836098248	0.169462873896774	0.406750172229971	0.564457681665405
571bd520074eb20f44ebab34142d1ab2	2	0	13	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.140447333753548	0.122881816489788	0.253060832577036	0.519633837387887
2f85b494f5658d64bf04ffed1a05ba6a	2	0	11	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.140201765555915	0.126226651249155	0.266691280256985	0.519633837387887
dd7fd92e0d420e5c89a786a33a246e1b	4	1	105	143	3.62844445846106	0.311188727618453	196.538768009095	0.354893472540531	0.814690026954178	-0.140101093022307	0.350369716659987	0.689254888073617	0.760781338722766
cbbfd5cd3c555907b02f356281d910db	2	0	12	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.139878464034462	0.131707894349601	0.288219553516402	0.519633837387887
517948e6d775dca246ae950b8f2ab993	1	1	151	6	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	-0.139284152699995	0.304038969308425	0.646871381704877	0.726178640655902
23eab702329b6bc80eb44b0543fb2424	1	0	21	0	Inf	0.020528125	Inf	1	1	-0.139062936010319	0.164668736886493	0.398389426637502	0.563745297138151
3cbb6108796c6870d107c3335311341d	1	1	1	32	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	0.139015698493272	0.140623357953548	0.322874734410338	0.530988410710267
f5427e7a83a0702b26c32815de972ded	3	0	8	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.138688222760207	0.098309779733284	0.158325240165385	0.519633837387887
874be6739f151f30115f3d224bd159c6	1	1	10	41	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	0.138375572236031	0.155845331647189	0.374592810978565	0.55881045662105
79c2783f53f76aac2982e37186691fc0	1	1	5	24	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	0.137697255400599	0.170487762703004	0.419282590723079	0.565743713018329
4db10a7fd38e5f82ea9f0945569f8f59	0	1	0	10	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.137623890660837	0.118110403232246	0.243932396257602	0.519633837387887
2b014df65249c0477e4e638f9d80b1e6	0	2	0	5	0	0	4.19185513437601	0.19047619047619	0.728820598006644	0.137161399476342	0.0954032802989878	0.15051888548739	0.519633837387887
a8b096aba94672d496215d580a96ce5f	0	1	0	17	0	0	31.2002778896625	0.444444444444444	0.814690026954178	0.137110625392085	0.106777246583978	0.199113642117281	0.519633837387887
b3795289a49d13c37f6719cf05d72e03	2	0	11	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.13703540944851	0.12843580820786	0.285991517982946	0.519633837387887
a5d73344f3f1640d4c0b2796ea7a7f18	3	0	13	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.136826726096294	0.0976490212722108	0.161151465445602	0.519633837387887
f4873ea86260068cd1c6a16e7c75d4c7	1	0	33	0	Inf	0.020528125	Inf	1	1	-0.136568167496435	0.168836093234049	0.41858407724236	0.565743713018329
ef48a3e55f543c8355a1c9cda908eb5d	1	1	96	3	0.794724073103939	0.00956924039650944	66.0227744062347	1	1	-0.136454392898196	0.261520996182587	0.601828928213187	0.686593565989692
401bb0df51706b4c122b3c2ccedfd910	2	0	48	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.136286253504503	0.131047452885945	0.298350882151117	0.520837225674932
2439ad224d9e92d657aa8523b367f6af	1	0	16	0	Inf	0.020528125	Inf	1	1	-0.136178010776079	0.15851227449244	0.390284944453843	0.559814625998087
24ca2a131f70429e08557d2226f667b9	1	0	16	0	Inf	0.020528125	Inf	1	1	-0.136178010776079	0.15851227449244	0.390284944453843	0.559814625998087
750f4db752c65cecc4d3817e950032b0	3	0	14	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.136052831737388	0.105942352280493	0.199066494483308	0.519633837387887
27a827d8a26d21270dc67cc91bb030ab	3	0	23	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.135979728265879	0.1045613800635	0.193437342894291	0.519633837387887
2f6a6bebcdcc153821745ca14d88697e	2	0	12	0	Inf	0.150667892355685	Inf	0.492063492063492	0.814690026954178	-0.135735473300584	0.13145454967271	0.301807136143299	0.521714326800257
35d255537afb5aa0bcaacd07800f2a01	1	0	12	0	Inf	0.020528125	Inf	1	1	-0.135557552501117	0.153860307544331	0.378294527068341	0.55881045662105
e62f660154fac40efd3def2df279c71b	3	0	11	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.135541149620684	0.100177089783284	0.176050696527096	0.519633837387887
a057aae3c3b62754d02a1ac0c77f892d	1	0	24	0	Inf	0.020528125	Inf	1	1	-0.135370352425057	0.163549386019308	0.407838598623993	0.564457681665405
c2dd2895b3c5370feb16bc9f5550f9d9	3	0	24	0	Inf	0.338151190477249	Inf	0.238095238095238	0.728820598006644	-0.134627105714705	0.104413627534251	0.1972717928558	0.519633837387887
