"";"Consistancy";"variable";"Count";"Tool";"dataset"
"ibd_gevers.165";"11";"Count";0;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.166";"12";"Count";0;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.167";"13";"Count";0;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.168";"14";"Count";0;"Wilcoxon (rare)";"ibd_gevers"
"ibd_gevers.169";"1";"Count";12;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.170";"2";"Count";0;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.171";"3";"Count";2;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.172";"4";"Count";2;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.173";"5";"Count";1;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.174";"6";"Count";2;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.175";"7";"Count";1;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.176";"8";"Count";0;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.177";"9";"Count";0;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.178";"10";"Count";0;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.179";"11";"Count";0;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.180";"12";"Count";0;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.181";"13";"Count";0;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.182";"14";"Count";0;"limma voom (TMM)";"ibd_gevers"
"ibd_gevers.183";"1";"Count";12;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.184";"2";"Count";4;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.185";"3";"Count";1;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.186";"4";"Count";1;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.187";"5";"Count";0;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.188";"6";"Count";2;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.189";"7";"Count";0;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.190";"8";"Count";0;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.191";"9";"Count";0;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.192";"10";"Count";0;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.193";"11";"Count";0;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.194";"12";"Count";0;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.195";"13";"Count";0;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_gevers.196";"14";"Count";0;"limma voom (TMMwsp)";"ibd_gevers"
"ibd_papa.1";"1";"Count";0;"ALDEx2";"ibd_papa"
"ibd_papa.2";"2";"Count";4;"ALDEx2";"ibd_papa"
"ibd_papa.3";"3";"Count";2;"ALDEx2";"ibd_papa"
"ibd_papa.4";"4";"Count";3;"ALDEx2";"ibd_papa"
"ibd_papa.5";"5";"Count";1;"ALDEx2";"ibd_papa"
"ibd_papa.6";"6";"Count";2;"ALDEx2";"ibd_papa"
"ibd_papa.7";"7";"Count";1;"ALDEx2";"ibd_papa"
"ibd_papa.8";"8";"Count";6;"ALDEx2";"ibd_papa"
"ibd_papa.9";"9";"Count";1;"ALDEx2";"ibd_papa"
"ibd_papa.10";"10";"Count";0;"ALDEx2";"ibd_papa"
"ibd_papa.11";"11";"Count";0;"ALDEx2";"ibd_papa"
"ibd_papa.12";"12";"Count";0;"ALDEx2";"ibd_papa"
"ibd_papa.13";"13";"Count";0;"ALDEx2";"ibd_papa"
"ibd_papa.14";"14";"Count";0;"ALDEx2";"ibd_papa"
"ibd_papa.15";"1";"Count";0;"ANCOM-II";"ibd_papa"
"ibd_papa.16";"2";"Count";1;"ANCOM-II";"ibd_papa"
"ibd_papa.17";"3";"Count";4;"ANCOM-II";"ibd_papa"
"ibd_papa.18";"4";"Count";3;"ANCOM-II";"ibd_papa"
"ibd_papa.19";"5";"Count";1;"ANCOM-II";"ibd_papa"
"ibd_papa.20";"6";"Count";3;"ANCOM-II";"ibd_papa"
"ibd_papa.21";"7";"Count";1;"ANCOM-II";"ibd_papa"
"ibd_papa.22";"8";"Count";6;"ANCOM-II";"ibd_papa"
"ibd_papa.23";"9";"Count";1;"ANCOM-II";"ibd_papa"
"ibd_papa.24";"10";"Count";0;"ANCOM-II";"ibd_papa"
"ibd_papa.25";"11";"Count";0;"ANCOM-II";"ibd_papa"
"ibd_papa.26";"12";"Count";0;"ANCOM-II";"ibd_papa"
"ibd_papa.27";"13";"Count";0;"ANCOM-II";"ibd_papa"
"ibd_papa.28";"14";"Count";0;"ANCOM-II";"ibd_papa"
"ibd_papa.29";"1";"Count";7;"corncob";"ibd_papa"
"ibd_papa.30";"2";"Count";5;"corncob";"ibd_papa"
"ibd_papa.31";"3";"Count";2;"corncob";"ibd_papa"
"ibd_papa.32";"4";"Count";1;"corncob";"ibd_papa"
"ibd_papa.33";"5";"Count";0;"corncob";"ibd_papa"
"ibd_papa.34";"6";"Count";3;"corncob";"ibd_papa"
"ibd_papa.35";"7";"Count";0;"corncob";"ibd_papa"
"ibd_papa.36";"8";"Count";2;"corncob";"ibd_papa"
"ibd_papa.37";"9";"Count";0;"corncob";"ibd_papa"
"ibd_papa.38";"10";"Count";0;"corncob";"ibd_papa"
"ibd_papa.39";"11";"Count";0;"corncob";"ibd_papa"
"ibd_papa.40";"12";"Count";0;"corncob";"ibd_papa"
"ibd_papa.41";"13";"Count";0;"corncob";"ibd_papa"
"ibd_papa.42";"14";"Count";0;"corncob";"ibd_papa"
"ibd_papa.43";"1";"Count";1;"DESeq2";"ibd_papa"
"ibd_papa.44";"2";"Count";11;"DESeq2";"ibd_papa"
"ibd_papa.45";"3";"Count";5;"DESeq2";"ibd_papa"
"ibd_papa.46";"4";"Count";0;"DESeq2";"ibd_papa"
"ibd_papa.47";"5";"Count";1;"DESeq2";"ibd_papa"
"ibd_papa.48";"6";"Count";2;"DESeq2";"ibd_papa"
"ibd_papa.49";"7";"Count";0;"DESeq2";"ibd_papa"
"ibd_papa.50";"8";"Count";0;"DESeq2";"ibd_papa"
"ibd_papa.51";"9";"Count";0;"DESeq2";"ibd_papa"
"ibd_papa.52";"10";"Count";0;"DESeq2";"ibd_papa"
"ibd_papa.53";"11";"Count";0;"DESeq2";"ibd_papa"
"ibd_papa.54";"12";"Count";0;"DESeq2";"ibd_papa"
"ibd_papa.55";"13";"Count";0;"DESeq2";"ibd_papa"
"ibd_papa.56";"14";"Count";0;"DESeq2";"ibd_papa"
"ibd_papa.57";"1";"Count";4;"edgeR";"ibd_papa"
"ibd_papa.58";"2";"Count";4;"edgeR";"ibd_papa"
"ibd_papa.59";"3";"Count";2;"edgeR";"ibd_papa"
"ibd_papa.60";"4";"Count";0;"edgeR";"ibd_papa"
"ibd_papa.61";"5";"Count";2;"edgeR";"ibd_papa"
"ibd_papa.62";"6";"Count";2;"edgeR";"ibd_papa"
"ibd_papa.63";"7";"Count";0;"edgeR";"ibd_papa"
"ibd_papa.64";"8";"Count";5;"edgeR";"ibd_papa"
"ibd_papa.65";"9";"Count";1;"edgeR";"ibd_papa"
"ibd_papa.66";"10";"Count";0;"edgeR";"ibd_papa"
"ibd_papa.67";"11";"Count";0;"edgeR";"ibd_papa"
"ibd_papa.68";"12";"Count";0;"edgeR";"ibd_papa"
"ibd_papa.69";"13";"Count";0;"edgeR";"ibd_papa"
"ibd_papa.70";"14";"Count";0;"edgeR";"ibd_papa"
"ibd_papa.71";"1";"Count";0;"LEfSe";"ibd_papa"
"ibd_papa.72";"2";"Count";1;"LEfSe";"ibd_papa"
"ibd_papa.73";"3";"Count";2;"LEfSe";"ibd_papa"
"ibd_papa.74";"4";"Count";2;"LEfSe";"ibd_papa"
"ibd_papa.75";"5";"Count";6;"LEfSe";"ibd_papa"
"ibd_papa.76";"6";"Count";1;"LEfSe";"ibd_papa"
"ibd_papa.77";"7";"Count";1;"LEfSe";"ibd_papa"
"ibd_papa.78";"8";"Count";6;"LEfSe";"ibd_papa"
"ibd_papa.79";"9";"Count";1;"LEfSe";"ibd_papa"
"ibd_papa.80";"10";"Count";0;"LEfSe";"ibd_papa"
"ibd_papa.81";"11";"Count";0;"LEfSe";"ibd_papa"
"ibd_papa.82";"12";"Count";0;"LEfSe";"ibd_papa"
"ibd_papa.83";"13";"Count";0;"LEfSe";"ibd_papa"
"ibd_papa.84";"14";"Count";0;"LEfSe";"ibd_papa"
"ibd_papa.85";"1";"Count";2;"MaAsLin2";"ibd_papa"
"ibd_papa.86";"2";"Count";2;"MaAsLin2";"ibd_papa"
"ibd_papa.87";"3";"Count";0;"MaAsLin2";"ibd_papa"
"ibd_papa.88";"4";"Count";3;"MaAsLin2";"ibd_papa"
"ibd_papa.89";"5";"Count";4;"MaAsLin2";"ibd_papa"
"ibd_papa.90";"6";"Count";1;"MaAsLin2";"ibd_papa"
"ibd_papa.91";"7";"Count";1;"MaAsLin2";"ibd_papa"
"ibd_papa.92";"8";"Count";6;"MaAsLin2";"ibd_papa"
"ibd_papa.93";"9";"Count";1;"MaAsLin2";"ibd_papa"
"ibd_papa.94";"10";"Count";0;"MaAsLin2";"ibd_papa"
"ibd_papa.95";"11";"Count";0;"MaAsLin2";"ibd_papa"
"ibd_papa.96";"12";"Count";0;"MaAsLin2";"ibd_papa"
"ibd_papa.97";"13";"Count";0;"MaAsLin2";"ibd_papa"
"ibd_papa.98";"14";"Count";0;"MaAsLin2";"ibd_papa"
"ibd_papa.99";"1";"Count";1;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.100";"2";"Count";0;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.101";"3";"Count";2;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.102";"4";"Count";2;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.103";"5";"Count";5;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.104";"6";"Count";2;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.105";"7";"Count";1;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.106";"8";"Count";6;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.107";"9";"Count";1;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.108";"10";"Count";0;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.109";"11";"Count";0;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.110";"12";"Count";0;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.111";"13";"Count";0;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.112";"14";"Count";0;"MaAsLin2 (rare)";"ibd_papa"
"ibd_papa.113";"1";"Count";1;"metagenomeSeq";"ibd_papa"
"ibd_papa.114";"2";"Count";3;"metagenomeSeq";"ibd_papa"
"ibd_papa.115";"3";"Count";1;"metagenomeSeq";"ibd_papa"
"ibd_papa.116";"4";"Count";3;"metagenomeSeq";"ibd_papa"
"ibd_papa.117";"5";"Count";6;"metagenomeSeq";"ibd_papa"
"ibd_papa.118";"6";"Count";1;"metagenomeSeq";"ibd_papa"
"ibd_papa.119";"7";"Count";1;"metagenomeSeq";"ibd_papa"
"ibd_papa.120";"8";"Count";3;"metagenomeSeq";"ibd_papa"
"ibd_papa.121";"9";"Count";1;"metagenomeSeq";"ibd_papa"
"ibd_papa.122";"10";"Count";0;"metagenomeSeq";"ibd_papa"
"ibd_papa.123";"11";"Count";0;"metagenomeSeq";"ibd_papa"
"ibd_papa.124";"12";"Count";0;"metagenomeSeq";"ibd_papa"
"ibd_papa.125";"13";"Count";0;"metagenomeSeq";"ibd_papa"
"ibd_papa.126";"14";"Count";0;"metagenomeSeq";"ibd_papa"
"ibd_papa.127";"1";"Count";10;"t-test (rare)";"ibd_papa"
"ibd_papa.128";"2";"Count";4;"t-test (rare)";"ibd_papa"
"ibd_papa.129";"3";"Count";3;"t-test (rare)";"ibd_papa"
"ibd_papa.130";"4";"Count";0;"t-test (rare)";"ibd_papa"
"ibd_papa.131";"5";"Count";2;"t-test (rare)";"ibd_papa"
"ibd_papa.132";"6";"Count";1;"t-test (rare)";"ibd_papa"
"ibd_papa.133";"7";"Count";0;"t-test (rare)";"ibd_papa"
"ibd_papa.134";"8";"Count";0;"t-test (rare)";"ibd_papa"
"ibd_papa.135";"9";"Count";0;"t-test (rare)";"ibd_papa"
"ibd_papa.136";"10";"Count";0;"t-test (rare)";"ibd_papa"
"ibd_papa.137";"11";"Count";0;"t-test (rare)";"ibd_papa"
"ibd_papa.138";"12";"Count";0;"t-test (rare)";"ibd_papa"
"ibd_papa.139";"13";"Count";0;"t-test (rare)";"ibd_papa"
"ibd_papa.140";"14";"Count";0;"t-test (rare)";"ibd_papa"
"ibd_papa.141";"1";"Count";6;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.142";"2";"Count";7;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.143";"3";"Count";1;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.144";"4";"Count";1;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.145";"5";"Count";0;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.146";"6";"Count";2;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.147";"7";"Count";0;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.148";"8";"Count";2;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.149";"9";"Count";1;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.150";"10";"Count";0;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.151";"11";"Count";0;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.152";"12";"Count";0;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.153";"13";"Count";0;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.154";"14";"Count";0;"Wilcoxon (CLR)";"ibd_papa"
"ibd_papa.155";"1";"Count";0;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.156";"2";"Count";1;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.157";"3";"Count";2;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.158";"4";"Count";2;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.159";"5";"Count";6;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.160";"6";"Count";1;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.161";"7";"Count";1;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.162";"8";"Count";6;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.163";"9";"Count";1;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.164";"10";"Count";0;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.165";"11";"Count";0;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.166";"12";"Count";0;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.167";"13";"Count";0;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.168";"14";"Count";0;"Wilcoxon (rare)";"ibd_papa"
"ibd_papa.169";"1";"Count";2;"limma voom (TMM)";"ibd_papa"
"ibd_papa.170";"2";"Count";12;"limma voom (TMM)";"ibd_papa"
"ibd_papa.171";"3";"Count";4;"limma voom (TMM)";"ibd_papa"
"ibd_papa.172";"4";"Count";0;"limma voom (TMM)";"ibd_papa"
"ibd_papa.173";"5";"Count";1;"limma voom (TMM)";"ibd_papa"
"ibd_papa.174";"6";"Count";1;"limma voom (TMM)";"ibd_papa"
"ibd_papa.175";"7";"Count";0;"limma voom (TMM)";"ibd_papa"
"ibd_papa.176";"8";"Count";0;"limma voom (TMM)";"ibd_papa"
"ibd_papa.177";"9";"Count";0;"limma voom (TMM)";"ibd_papa"
"ibd_papa.178";"10";"Count";0;"limma voom (TMM)";"ibd_papa"
"ibd_papa.179";"11";"Count";0;"limma voom (TMM)";"ibd_papa"
"ibd_papa.180";"12";"Count";0;"limma voom (TMM)";"ibd_papa"
"ibd_papa.181";"13";"Count";0;"limma voom (TMM)";"ibd_papa"
"ibd_papa.182";"14";"Count";0;"limma voom (TMM)";"ibd_papa"
"ibd_papa.183";"1";"Count";11;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.184";"2";"Count";7;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.185";"3";"Count";0;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.186";"4";"Count";0;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.187";"5";"Count";0;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.188";"6";"Count";2;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.189";"7";"Count";0;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.190";"8";"Count";0;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.191";"9";"Count";0;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.192";"10";"Count";0;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.193";"11";"Count";0;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.194";"12";"Count";0;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.195";"13";"Count";0;"limma voom (TMMwsp)";"ibd_papa"
"ibd_papa.196";"14";"Count";0;"limma voom (TMMwsp)";"ibd_papa"
"Ji_WTP_DS.1";"1";"Count";1;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.2";"2";"Count";0;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.3";"3";"Count";2;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.4";"4";"Count";2;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.5";"5";"Count";0;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.6";"6";"Count";0;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.7";"7";"Count";1;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.8";"8";"Count";1;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.9";"9";"Count";2;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.10";"10";"Count";3;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.11";"11";"Count";2;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.12";"12";"Count";4;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.13";"13";"Count";2;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.14";"14";"Count";0;"ALDEx2";"Ji_WTP_DS"
"Ji_WTP_DS.15";"1";"Count";0;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.16";"2";"Count";2;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.17";"3";"Count";2;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.18";"4";"Count";3;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.19";"5";"Count";0;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.20";"6";"Count";0;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.21";"7";"Count";0;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.22";"8";"Count";2;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.23";"9";"Count";2;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.24";"10";"Count";3;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.25";"11";"Count";1;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.26";"12";"Count";3;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.27";"13";"Count";2;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.28";"14";"Count";0;"ANCOM-II";"Ji_WTP_DS"
"Ji_WTP_DS.29";"1";"Count";14;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.30";"2";"Count";2;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.31";"3";"Count";0;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.32";"4";"Count";1;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.33";"5";"Count";0;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.34";"6";"Count";0;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.35";"7";"Count";0;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.36";"8";"Count";0;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.37";"9";"Count";1;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.38";"10";"Count";0;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.39";"11";"Count";0;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.40";"12";"Count";1;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.41";"13";"Count";1;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.42";"14";"Count";0;"corncob";"Ji_WTP_DS"
"Ji_WTP_DS.43";"1";"Count";9;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.44";"2";"Count";4;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.45";"3";"Count";1;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.46";"4";"Count";0;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.47";"5";"Count";0;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.48";"6";"Count";0;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.49";"7";"Count";0;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.50";"8";"Count";0;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.51";"9";"Count";0;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.52";"10";"Count";0;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.53";"11";"Count";2;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.54";"12";"Count";3;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.55";"13";"Count";1;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.56";"14";"Count";0;"DESeq2";"Ji_WTP_DS"
"Ji_WTP_DS.57";"1";"Count";0;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.58";"2";"Count";6;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.59";"3";"Count";1;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.60";"4";"Count";0;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.61";"5";"Count";1;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.62";"6";"Count";1;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.63";"7";"Count";1;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.64";"8";"Count";2;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.65";"9";"Count";0;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.66";"10";"Count";0;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.67";"11";"Count";2;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.68";"12";"Count";4;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.69";"13";"Count";2;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.70";"14";"Count";0;"edgeR";"Ji_WTP_DS"
"Ji_WTP_DS.71";"1";"Count";0;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.72";"2";"Count";1;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.73";"3";"Count";0;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.74";"4";"Count";0;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.75";"5";"Count";1;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.76";"6";"Count";1;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.77";"7";"Count";2;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.78";"8";"Count";2;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.79";"9";"Count";2;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.80";"10";"Count";3;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.81";"11";"Count";2;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.82";"12";"Count";4;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.83";"13";"Count";2;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.84";"14";"Count";0;"LEfSe";"Ji_WTP_DS"
"Ji_WTP_DS.85";"1";"Count";0;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.86";"2";"Count";0;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.87";"3";"Count";1;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.88";"4";"Count";2;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.89";"5";"Count";0;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.90";"6";"Count";0;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.91";"7";"Count";1;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.92";"8";"Count";3;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.93";"9";"Count";2;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.94";"10";"Count";3;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.95";"11";"Count";2;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.96";"12";"Count";4;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.97";"13";"Count";2;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.98";"14";"Count";0;"MaAsLin2";"Ji_WTP_DS"
"Ji_WTP_DS.99";"1";"Count";0;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.100";"2";"Count";0;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.101";"3";"Count";1;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.102";"4";"Count";2;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.103";"5";"Count";0;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.104";"6";"Count";0;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.105";"7";"Count";1;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.106";"8";"Count";3;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.107";"9";"Count";2;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.108";"10";"Count";3;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.109";"11";"Count";2;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.110";"12";"Count";4;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.111";"13";"Count";2;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.112";"14";"Count";0;"MaAsLin2 (rare)";"Ji_WTP_DS"
"Ji_WTP_DS.113";"1";"Count";4;"metagenomeSeq";"Ji_WTP_DS"
"Ji_WTP_DS.114";"2";"Count";1;"metagenomeSeq";"Ji_WTP_DS"
"Ji_WTP_DS.115";"3";"Count";0;"metagenomeSeq";"Ji_WTP_DS"
"Ji_WTP_DS.116";"4";"Count";1;"metagenomeSeq";"Ji_WTP_DS"
"Ji_WTP_DS.117";"5";"Count";1;"metagenomeSeq";"Ji_WTP_DS"
"Ji_WTP_DS.118";"6";"Count";1;"metagenomeSeq";"Ji_WTP_DS"
