f2ed6d624b448eb5e6c7fb4dbe60642c	2.76007518674			-
f4f6809701c80a7b486c7a4ac5334c31	3.14825535812			-
f_51554d0d5b711a534b56ebc00d2ab382	2.70208323976			-
f_65d96f6eea2705802f40b5d07f9c0800	2.92393198938			-
f_7d52ac5186b4aae394a849310f2d9696	1.85698519975			-
f_7ee212ca806eb441017dd006d0765876	1.85698519975			-
f_4f63e61c60fbecc6957fc217bc7b7257	2.95964754164			-
f_61db93081ed0952181ac0cc1947b6211	2.68089394069			-
f_02bddf815fc6ec58e0ce1a8f1ce8612b	3.77431562585			-
b96519bf700298012bf0e40c27b79b8a	2.28295393202			-
c6a559bc839cad4bee9a56fc6906297e	2.42125663018			-
d618bc8cc5a714da905b83be94977e87	2.33410645447			-
bde0911d1ff82ff8595544f164a5fb59	1.68089394069			-
f_956f202ac5c3595c5435540cfc374fb9	3.12805197203			-
f_72ecb4c8b814f8b664cb7d699494a49e	2.40789266863			-
f_480f55a0663004cf58b3802eff487f2e	3.12805197203			-
f_717a287913b97d2a93b35dbf42b816f7	2.81122770919			-
f_8851dcf7ceada96b736ec49ff97ae0ec	1.98192393635			-
f_4e7b39f2a5600877a4407ca807218fe8	3.30928287074			-
c129613f8c0f4442385abbf5b107a4f0	4.21913244138			-
f_9b3fe19eec16d12f7e69e696667804fe	2.15801519541			-
f1b9aad2a1c8dda9133befb754475f79	1.68089394069			-
c2929d9d6596f1fb4485addbfaaede33	3.14329193859			-
f_208091cda60ecd05d2e67b9f4a828751	4.64820785898			-
f_40a85c29f152958ce896fbeb6bd96b7e	2.42125663018			-
a29971905462fa50ca51d0d479667bc4	3.37986394503	No	3.12482312692	0.0400004878692
de72dda268e61d3ff4353d84445402a1	2.49380729733			-
f_5f9c797844d22cddc50d52a1158500ab	3.21237285773			-
dc12e84f032627f19a33b72ce196514f	2.58398392768			-
f20f13a34b9c8b337c66f8ba40aec879	1.68089394069			-
f_350251bc2b7825f1a48de587c6e0200f	3.85115565609			-
f_954ce9a7ede67cd652c46b8d2b76f22a	4.09251364665			-
f_6a4923a5268cb80a2810e0b82f5ac675	3.61539239193	Y	3.26970970018	0.0394843766254
f_85c868b29de1b7f4cfd88e879b31bf77	1.85698519975			-
cc0a36455eb882a003c94d4d00ff938b	2.70208323976			-
f_24c9f643cb954dfe45e9ebe816b08cd3	1.98192393635			-
b4fdbcf6833a464c4b0509e95f722390	3.36663567929			-
d6053907c1f01d3f6ec2c2f1cca73801	1.37986394503			-
f_4875eff948215dcfcf58ae9ffca55655	2.76007518674			-
f_3ba48d6c17578e0987863a2c92812ba6	1.98192393635			-
f87ad0845acfac521024731bbb3bc403	3.63993533301			-
f_50c52f204a79f1bd9ba1042446ebc73d	2.33410645447			-
f_45c71d28f081fd78ac2cd691eb45b4e7	2.28295393202			-
