metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
comparison	008ecca12a604de7f31269b988c49c8a	Y	-0.0042574812969229	0.00273902167074577	36	3	0.129353932224669	0.47403263704903
comparison	62062139737a93da2b68094691d4c197	Y	-0.0030322711414596	0.00248252648548987	36	2	0.23031937404854	0.47403263704903
comparison	b2e1afec744e257e779ad655e0db44e7	Y	-0.00481105924825081	0.0032248469799163	36	3	0.144953907354964	0.47403263704903
comparison	20e84212d7ffe4009bc4377738a2c325	Y	-0.00346715489419832	0.00219711896211889	36	3	0.123815002090155	0.47403263704903
comparison	5f521ef477e928671444274c10e37296	Y	-0.0115320219301042	0.0047572144012746	36	8	0.0208140578579351	0.47403263704903
comparison	57a4aca4aed837c224a3dc227ece50ea	Y	-0.00300467236155279	0.00245499487651523	36	2	0.229403250241531	0.47403263704903
comparison	cf5e5bd74edafe46fce836e8d016b15a	Y	-0.0282698119613067	0.0142518127602789	36	10	0.0554233960439709	0.47403263704903
comparison	f95843a02554ac41c0b0093c3a9644cc	Y	-0.00421783113169822	0.0037162931352688	36	2	0.264331661458473	0.47403263704903
comparison	4607df6bd986d6b7f7a0a5d8b1a2532d	Y	-0.00620635033921548	0.00267988251216491	36	6	0.0267265069857525	0.47403263704903
comparison	53238008193a04476e76864020df6027	Y	-0.00386771112061817	0.00334431964087748	36	2	0.25553759138967	0.47403263704903
comparison	ba99a1e307f3a33355c5233769c00ce8	Y	-0.00576214816265921	0.00500839877110299	36	6	0.25796685558637	0.47403263704903
comparison	13cb052c16be10b9ecc56923bdaa437b	Y	-0.00618667210083429	0.00319536651676697	36	5	0.0611998189006381	0.47403263704903
comparison	2947f6570bae2386e5baa76db11eeec6	Y	-0.00217010495054097	0.00172857157674323	36	2	0.217881748724551	0.47403263704903
comparison	9eb7c096136b077fa79c4c7b1710ef61	Y	-0.00284444788809387	0.00240257908884361	36	2	0.244658200916422	0.47403263704903
comparison	5b13321b3c031aa44306246a271b531a	Y	-0.00328396731092025	0.00230003494890045	36	3	0.162473607916278	0.47403263704903
comparison	79457c402888ea7608b43bf1e09e70cb	Y	-0.0075496113278045	0.00394634069794929	36	5	0.0641916835592728	0.47403263704903
comparison	8cf30506fc1bda966716247e99325ab7	Y	-0.00287287053347556	0.00187646121564842	36	3	0.135020656915598	0.47403263704903
comparison	b947bef5d734e990348f58b5a1ff8f48	Y	-0.00338825695423	0.0017512436363453	36	4	0.0613736117472783	0.47403263704903
