	taxa_id	W	detected_0.9	detected_0.8	detected_0.7	detected_0.6
303	bb43d1141e0c8e9e04575ac642c9b073	3	FALSE	FALSE	FALSE	FALSE
304	c9a4ac9ab7210a13e39c3d670f84c4c3	3	FALSE	FALSE	FALSE	FALSE
305	80e04bd0bb09ff810f0b7f87445d6a41	155	FALSE	FALSE	FALSE	FALSE
306	79248deb0b759e979510450ac6df7e71	18	FALSE	FALSE	FALSE	FALSE
307	4776c87857a191b3224a3727146b1b43	220	FALSE	FALSE	FALSE	FALSE
308	710cfa4f476d4d7bfef4373cc13fcfa0	5	FALSE	FALSE	FALSE	FALSE
309	1a1ce1b1a6e352d3b47df8be9c77280b	20	FALSE	FALSE	FALSE	FALSE
310	aa3fc29a262dc145c81f76f579c4897d	18	FALSE	FALSE	FALSE	FALSE
311	ccce27e443d477b887591d571aaa409f	160	FALSE	FALSE	FALSE	FALSE
312	c570eac9d8785fe4d9b20a54579a9d63	261	FALSE	FALSE	FALSE	TRUE
313	87025ce2a71b1dd8455df8809329c0d9	245	FALSE	FALSE	FALSE	TRUE
314	3f23b19bac3ea3553b3f2666857b72cf	26	FALSE	FALSE	FALSE	FALSE
315	6f9cb560f55fc7b4bd33db2e3c6ec9f7	163	FALSE	FALSE	FALSE	FALSE
316	85ab9572fa63e33d0fd0d4537c70cfd3	231	FALSE	FALSE	FALSE	FALSE
317	b31c3c4f1650e06ad1f88477746f6305	196	FALSE	FALSE	FALSE	FALSE
318	3c9ce77a460e0794bd394b7142d50fc6	238	FALSE	FALSE	FALSE	TRUE
319	2f65cc47867c0358b88f7949e03b4fb5	6	FALSE	FALSE	FALSE	FALSE
320	ee89bfb0d4efe38b1dec151b436cf7eb	118	FALSE	FALSE	FALSE	FALSE
321	6ad62ebe4f951974351018be147a4f08	163	FALSE	FALSE	FALSE	FALSE
322	4574a5a47524864928208a5aa89d8058	6	FALSE	FALSE	FALSE	FALSE
323	e8de19f83cb51f32c4094dce1098dad6	8	FALSE	FALSE	FALSE	FALSE
324	e08d2e4dc80dfc87ca6ade1be68d633a	177	FALSE	FALSE	FALSE	FALSE
325	c6097584d8a3aa9c2080056045f216e3	186	FALSE	FALSE	FALSE	FALSE
326	07632295d3d381267d7a75d90777c13a	2	FALSE	FALSE	FALSE	FALSE
327	719e65f1dfe3180fc1520039c3506275	257	FALSE	FALSE	FALSE	TRUE
328	1a982320634cf449416f8099294da873	131	FALSE	FALSE	FALSE	FALSE
329	4218eaec4da93520b0f2eaf0041de469	239	FALSE	FALSE	FALSE	TRUE
330	1597d9206765a9582658ce82afc55a53	234	FALSE	FALSE	FALSE	TRUE
331	0866c04dbee92ab8cb097550a8ca2a04	3	FALSE	FALSE	FALSE	FALSE
332	d4a81ce340bf13cf01b07205223bc997	2	FALSE	FALSE	FALSE	FALSE
333	7c867de9e08d99585d1b6953e434919c	150	FALSE	FALSE	FALSE	FALSE
334	1e7af331f5614b4d83cf3323603c2695	235	FALSE	FALSE	FALSE	TRUE
335	ec3cd36f18445e52f980f4ea7e519284	1	FALSE	FALSE	FALSE	FALSE
336	a0bfe345e9858cf0ce357fcbf307468d	205	FALSE	FALSE	FALSE	FALSE
337	7e8737af6a467b50bc1aacd373097c39	150	FALSE	FALSE	FALSE	FALSE
338	29a58a9dfc6929f264f5a572b6010ef9	0	FALSE	FALSE	FALSE	FALSE
339	c97f6af611bfdceda0b722622d6f90db	5	FALSE	FALSE	FALSE	FALSE
340	48aca1c6d47ec52df6f1fe672450738c	140	FALSE	FALSE	FALSE	FALSE
341	9bd5c483c8701fbcb95614d598436adb	11	FALSE	FALSE	FALSE	FALSE
342	e55cf53751064aa63e5036b9a1e8a0b1	11	FALSE	FALSE	FALSE	FALSE
343	227c92dae8e6fc744672796f29ec6bc6	7	FALSE	FALSE	FALSE	FALSE
344	d6f85695ccdf1644341bb5237159b9ae	170	FALSE	FALSE	FALSE	FALSE
345	053d2ebc9ec952060ca0fa797b924cfe	238	FALSE	FALSE	FALSE	TRUE
346	31f3154896bc3160e0abcd4684c53dda	119	FALSE	FALSE	FALSE	FALSE
347	07e56c73d9bb60dedea02d19f72a1a98	152	FALSE	FALSE	FALSE	FALSE
348	7b69e392cf9280058fce0886eb58cc22	155	FALSE	FALSE	FALSE	FALSE
349	44001b8a599c18af7fefb8b4a7a1791c	3	FALSE	FALSE	FALSE	FALSE
350	99b44ee71a36a108a50e4bcdf8c5a19f	4	FALSE	FALSE	FALSE	FALSE
351	236f09fbef0713811216062ab8b54098	5	FALSE	FALSE	FALSE	FALSE
352	792b0150a74e97ceed7d14aee80f06ed	7	FALSE	FALSE	FALSE	FALSE
353	2b966bab3a4f89aae806e3898aad2d4c	2	FALSE	FALSE	FALSE	FALSE
354	0193213bf09f4fa5cb0f0959f6d99e41	5	FALSE	FALSE	FALSE	FALSE
355	6babd3f4582eabd9594d8c85ef182848	0	FALSE	FALSE	FALSE	FALSE
356	5b080dcff3ec0eea1c4df91788b4291e	0	FALSE	FALSE	FALSE	FALSE
357	728dd5647c1feca2c8fa9d4ec1029155	4	FALSE	FALSE	FALSE	FALSE
358	ccb25fe18ef97a38586c42a085169044	0	FALSE	FALSE	FALSE	FALSE
359	0c9cea24a6e54e1eb7424e03a0b8da65	3	FALSE	FALSE	FALSE	FALSE
360	788822c3c76b54f278de34a7f29dff0f	20	FALSE	FALSE	FALSE	FALSE
361	abff59502419774c7b93862eb6488652	0	FALSE	FALSE	FALSE	FALSE
362	4e07ebde99e08ab492e77a0f83609fd1	0	FALSE	FALSE	FALSE	FALSE
363	d5764525fd8a92b0bb6e6b7777351642	0	FALSE	FALSE	FALSE	FALSE
364	cdf113c900f7d9a56d70f5abeae2baf2	5	FALSE	FALSE	FALSE	FALSE
365	58f3daf0ae7fef4d3bc4ef02e4a7c8f2	36	FALSE	FALSE	FALSE	FALSE
366	b5488bd83d4ed5b6c902ba14351e8e7d	20	FALSE	FALSE	FALSE	FALSE
367	1fb6a03247fac77654b49af43cf8dab1	1	FALSE	FALSE	FALSE	FALSE
368	17ff47e32a1ef812baee96dcec98062b	5	FALSE	FALSE	FALSE	FALSE
369	0f8cd40e2436fc69a17ab512e53883d9	5	FALSE	FALSE	FALSE	FALSE
370	82459d1c13afe4ab088bd621e33e1129	4	FALSE	FALSE	FALSE	FALSE
371	abadbe2f29abaca997973c05e70e7e3e	18	FALSE	FALSE	FALSE	FALSE
372	350251bc2b7825f1a48de587c6e0200f	234	FALSE	FALSE	FALSE	TRUE
373	8a11992c5016f3b871bcb727a8cc4c0d	236	FALSE	FALSE	FALSE	TRUE
374	06b4b87f581a6921a29bb18f483e962e	115	FALSE	FALSE	FALSE	FALSE
375	6c010ce1809b7c86eb9e4fab733957fc	2	FALSE	FALSE	FALSE	FALSE
376	6ea924c5994cc5c4120112bc0dee1fa8	2	FALSE	FALSE	FALSE	FALSE
377	e2b80c71ce6db1c88a12bc41897b0ce7	24	FALSE	FALSE	FALSE	FALSE
378	053fe8e52a76b1fe3a4550197370885f	4	FALSE	FALSE	FALSE	FALSE
379	25ca29660f092ceeeea9a36e268dbb0b	2	FALSE	FALSE	FALSE	FALSE
380	4f63e61c60fbecc6957fc217bc7b7257	0	FALSE	FALSE	FALSE	FALSE
381	105fbe46841fd226f48f20f26cac5553	20	FALSE	FALSE	FALSE	FALSE
382	121f37c4095e646b166dc90c9505f208	3	FALSE	FALSE	FALSE	FALSE
383	b65a631857d70e58ff4b88cee6640253	4	FALSE	FALSE	FALSE	FALSE
384	d4ea18eecc05d65683d394d4dce91bd3	2	FALSE	FALSE	FALSE	FALSE
385	1800e2d8d9ee88c910f56cb703379b8f	162	FALSE	FALSE	FALSE	FALSE
386	5aba37364cb012400f266e5b32f10f74	5	FALSE	FALSE	FALSE	FALSE
387	66bf5b51648a40e806c71080b644b524	106	FALSE	FALSE	FALSE	FALSE
388	272076209f39363b7ae6fafc125d9654	3	FALSE	FALSE	FALSE	FALSE
389	3a54cc826b4ccaca64904b55a29ebdc3	3	FALSE	FALSE	FALSE	FALSE
