	S5-MALL-013	S2-MALL-018	S1-MALL-018	S1-MALL-014	S7-MALL-016	S2-MALL-016	S5-MALL-010	S1-MALL-007	S2-MALL-011	S1-MALL-017	S3-MALL-008	S4-MALL-010	S1-MALL-005	S5-MALL-016	S3-MALL-012	S3-MALL-013	S6-MALL-016	S1-MALL-010	S2-MALL-013	S1-MALL-015	S3-MALL-010	S2-MALL-017	S6-MALL-013	S3-MALL-016	S4-MALL-016	S1-MALL-008	S6-MALL-010	S2-MALL-010	S1-MALL-016	S1-MALL-012	S1-MALL-004	S4-MALL-013	S1-MALL-006	S2-MALL-008	S3-MALL-014	S4-MALL-015
Groupings	Y	No	No	No	No	No	No	Y	Y	No	Y	No	No	No	Y	Y	No	No	Y	Y	No	No	Y	No	No	Y	No	No	No	Y	Y	Y	Y	Y	No	Y
4d4308042b997bc8f98c6e772796d1a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ccce27e443d477b887591d571aaa409f	  0	  0	  0	  0	  0	  0	  0	  6	  0	  0	  0	  0	  0	  1	  3	  0	 35	  0	336	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 31	  0	  0	  0	  0
64db2dd1282956ba3e5e65f192ceff6b	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	489	  0	  1
c570eac9d8785fe4d9b20a54579a9d63	 0	 0	 0	 0	 0	 0	 0	28	 1	 0	 3	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	20	 0	 0	 0	 0	 0	 1
02eec030971d731a0e4eaab695dc95c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
87025ce2a71b1dd8455df8809329c0d9	 0	 0	 0	 0	 0	 0	 0	14	 0	 0	 4	 0	 0	 0	 7	 0	 0	 0	17	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4
3f23b19bac3ea3553b3f2666857b72cf	 0	 0	 0	 0	 0	 0	 0	 0	 1	 1	 0	 0	 0	 0	 5	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 6	 0	 0	 0	15	 0	 0
6f9cb560f55fc7b4bd33db2e3c6ec9f7	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  8	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	248
0ec40101eb3a6730c4f204bb2ba856b5	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  4	  0	  0	  0	126	  0	  0
46d9c1a17daeb8ae0403821a39d1dad7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
85ab9572fa63e33d0fd0d4537c70cfd3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
df1740957deeb11761bde4ef04956bbd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b31c3c4f1650e06ad1f88477746f6305	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  5	  0	  5	  0	  0	274	  2	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 14	  0	  0	  0	  0
3c9ce77a460e0794bd394b7142d50fc6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2f65cc47867c0358b88f7949e03b4fb5	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 2	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	18
ee89bfb0d4efe38b1dec151b436cf7eb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
6ad62ebe4f951974351018be147a4f08	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0
35447c5e23960bc34c7e24a1eda8c4dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4574a5a47524864928208a5aa89d8058	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
e8de19f83cb51f32c4094dce1098dad6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
e08d2e4dc80dfc87ca6ade1be68d633a	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	 0
c6097584d8a3aa9c2080056045f216e3	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	 10	  2	  0	  0	  1	  1	 21	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	148
818abde922c712f1b2d86e0a12f2659b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07632295d3d381267d7a75d90777c13a	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 9	 0	 0	 0	 0	 0	 0	 1	 0	13	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0
719e65f1dfe3180fc1520039c3506275	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0
f2ed6d624b448eb5e6c7fb4dbe60642c	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	17	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0
2b014df65249c0477e4e638f9d80b1e6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
88896cebc4c2142a11f8ff138a6da391	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	38	 0	 0	 0
b572a9a07d2840c8d1ca7675e4ec6d8a	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	28
caa8cd088ae65ffb65cf475d81135186	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e08ed0f72fe0e7df7c2b0ecb12173f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ba48d6c17578e0987863a2c92812ba6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1a982320634cf449416f8099294da873	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 8	 5	 0	 0	 0	22
4218eaec4da93520b0f2eaf0041de469	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 2	32	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 7	 0	 0	 0	 0
1597d9206765a9582658ce82afc55a53	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	13	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 7	 0	 0	 0	 0
e232b971b22f11e32f770f9bbf94fa7d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0866c04dbee92ab8cb097550a8ca2a04	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  1	127	  0	  0	  0	  0	  0	  4	  0	 25	  0	  0	  0	  0	  0
f65b85b98c9ca7499ad9356c975f07fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7e077f00e776cc516aff292d2ad9948b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b2b456c5ba3ae87dcc20d0ea330029ed	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
e818777dd8f2c2d7043414b076e21e33	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
24fd564ac97af1fc07139f9765328c19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc87d0966ac9b57a0f63e77cc54f49e1	 0	 0	 0	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
fa8daf6d3114833da02d79324ea38319	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d4a81ce340bf13cf01b07205223bc997	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	18	 0	 0	 0	 0	 0	 0	 6	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0
7c867de9e08d99585d1b6953e434919c	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	145	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0
1e7af331f5614b4d83cf3323603c2695	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  2	116	  0	  0	  0	  0	  0	  0	  1	  0	  0	  1	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0
72ecb4c8b814f8b664cb7d699494a49e	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ec3cd36f18445e52f980f4ea7e519284	 0	 0	 0	 0	 0	 0	 0	 0	 0	 5	 0	 0	 4	 0	 0	 0	 0	 1	 0	 0	 0	14	 2	 0	 0	 0	 1	 0	 0	 0	 1	 0	34	 0	 0	 0
f87ad0845acfac521024731bbb3bc403	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	182	  0	  0	  0	  0	  0	  0	 18	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 12	  0	  0	  0
7ee212ca806eb441017dd006d0765876	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a0bfe345e9858cf0ce357fcbf307468d	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 4	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	84	 2	 0	 0	 0	 0
7e8737af6a467b50bc1aacd373097c39	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
fe1413a48ad7186ec58c7636987a8925	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29a58a9dfc6929f264f5a572b6010ef9	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 8	11	 0	 0	 0	 0	 0	 0	13	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
c97f6af611bfdceda0b722622d6f90db	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	9	0	0	0	0	2
48aca1c6d47ec52df6f1fe672450738c	 0	 0	 0	 0	 0	 0	 0	18	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	11	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3
d24171a0b683e4440581986b79442db6	  0	  0	  0	  0	  0	  0	  0	148	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
9bd5c483c8701fbcb95614d598436adb	  0	  0	  0	  0	  0	  0	  0	113	  0	  0	  0	  0	  1	  0	  0	  0	  0	 26	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0
4e1f5be7f3397460a61485778ced94c5	 0	 0	 0	 0	 0	 0	 0	80	 0	 0	 0	 0	 2	 0	 0	 0	 0	31	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
24489012dfca9a88c2e4e17b7885bd12	 0	 0	 0	 0	 0	 0	 0	56	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
e55cf53751064aa63e5036b9a1e8a0b1	 0	 0	 0	 0	 0	 0	 0	48	 0	 0	 0	 0	 2	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0
d9bc569808d6e3779660d109ad90bb4d	 0	 0	 0	 0	 0	 0	 0	51	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
f4f6809701c80a7b486c7a4ac5334c31	 0	 0	 0	 0	 0	 0	 0	44	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
1ffe4d39dadddae351e59bf0d0bfa4e1	 0	 0	 0	 0	 0	 0	 0	28	 0	 0	 0	 0	 7	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0
d30bc0d87df34ce612abdfbce11a5d52	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef1f23661532eb4ee84bc4965e61f28a	 0	 0	 0	 0	 0	 0	 0	 7	 0	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
227c92dae8e6fc744672796f29ec6bc6	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8700261dba6248b61bfa41942ff51b39	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116f78e42fa9aa8b556918ef633388a5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6a4923a5268cb80a2810e0b82f5ac675	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	103	  0	  0	  0	  0	  0	  0	 24	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
5d95a1dd58e871c90fa025de570c9d17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bfb9a3e0f4210e1be298f38f83022eb1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
d6f85695ccdf1644341bb5237159b9ae	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 7	 0	 0	 0	 0	 0	 0	 0	 0	 0	12	 0	 0	 0
053d2ebc9ec952060ca0fa797b924cfe	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
31f3154896bc3160e0abcd4684c53dda	  0	  0	  0	  0	  0	  0	  0	  0	449	  0	  0	  0	  0	  0	  0	 66	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0	  0
07e56c73d9bb60dedea02d19f72a1a98	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4a19881bb87034590e4752d5880dfad4	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0
4e32faffe3838ba5cb1967cca6730658	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f79e6e5ef1ecb0c1b19f5cc5a14c12e1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2c80789340fecf57268706f18d1fd4df	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7b69e392cf9280058fce0886eb58cc22	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0
64dd297098df57c485198222c79dbdce	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
40fceecff0eb8a0f7709859d88a7b069	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8f9049470569b0e3938150985ef2a7cf	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0f477c75e7ed901ddac7b9a8b66df774	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9721c24fdd0b0a63462ac2efd62da2c7	  0	  0	  0	  0	  0	  0	  0	  0	  2	  0	  0	  0	  0	  0	  0	152	  0	  0	  0	  0	  0	  0	  5	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
a356ed2a4afc882734ccc4598d3f6d3a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
b8fff4f78b823d272370b09beafde94d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
44001b8a599c18af7fefb8b4a7a1791c	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99b44ee71a36a108a50e4bcdf8c5a19f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0
236f09fbef0713811216062ab8b54098	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  9	  0	  0	  0	  0	  0	 29	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	163
792b0150a74e97ceed7d14aee80f06ed	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	15	 0	 0	 0	 0	 0	 0	19	 0	 0	 1	 0	 1	 0	 0	 0	 0	 2	 0	 0	 0
517948e6d775dca246ae950b8f2ab993	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	82	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0
e61d96b782c236dd94fd71bd28e48b2a	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	125	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
2cd01a4e0b7cfdfc262bf9292c935e15	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
27f748c122072058e61ada8dff0dffac	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	38	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 8	 0	 0	 0	 0	 0
2dcbe48e773bc8af8acd18389368867f	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	15	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0
2b966bab3a4f89aae806e3898aad2d4c	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	180	  0	  0	  0	  0	  0	  0	  7	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  5	  0
f1da1097b18d1c58f4b64f2c3c6630e2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	32	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
d826dd73ffd82d714266122ed873cfab	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	 0	 0	 0	 5	 0	 0	 0	 0
0193213bf09f4fa5cb0f0959f6d99e41	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	69	 0	 0	 0	 0	 0	 0	 0	20	 0	 0	 0	 0	 0
fe11c6b26e9426a20d9b2a8f65d62bea	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	218	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 12
d0d1607ee191af098a75f143494437da	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	27	 0	 0	 0	 0	 0	 0	53	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
6babd3f4582eabd9594d8c85ef182848	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 2	 0	 0	 0	 0	 1	 0	 0	 0	13	 4	 0	 0	 2	 4	 2	 0	 0	 2	 0	68	 0	 0	 0
2b84f33bb6d868c4a5bcf8ef3d5bf488	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
2cc9558d626b677605a361ed9b0b1518	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	56	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
11b8a65a568b5b36adc95bd47fcf9a79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
5bc6b15783256c3881b5019e18c175ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
d24c0adb1e00fd339a5892783838c2b7	  0	  0	  0	  0	  0	  0	  0	  0	  0	115	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	  0	  0	  0	  0	  0
9da651944f9177aeda75fbfcd76e9cfc	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	37	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
16b12fe46e53556bb92ee501399a4b2c	  0	  0	  0	  0	  0	  0	  0	  0	  0	128	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
896dab9efac852b692ed747bd4b5333c	  0	  0	  0	  0	  0	  0	  0	  0	  0	 65	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	 13	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	221	  0	  0	  0
d795b25c794380c2fd6f9eef1243e36c	 0	 0	 0	 0	 0	 0	 0	 0	 0	41	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
fdb6797e6c23f63c4458fa14e75cadd9	  0	  0	  0	  0	  0	  0	  0	  0	  0	 30	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  6	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	114	  0	  0	  0
4176b6b9b9fa122f2c7a1b1f384c107a	 0	 0	 0	 0	 0	 0	 0	 0	 0	24	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
5eb829390f2b5f4dd5ec0904fd4e2eb3	 0	 0	 0	 0	 0	 0	 0	 0	 0	33	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	19	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
bd60f7e4b1d79bac9bdc892726ecd7a9	 0	 0	 0	 0	 0	 0	 0	 0	 0	18	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
10ceacfd6ddf39ab14d553a58ba91d74	 0	 0	 0	 0	 0	 0	 0	 0	 0	21	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
