	S5-MALL-013	S2-MALL-018	S1-MALL-018	S1-MALL-014	S7-MALL-016	S2-MALL-016	S5-MALL-010	S1-MALL-007	S2-MALL-011	S1-MALL-017	S3-MALL-008	S4-MALL-010	S1-MALL-005	S5-MALL-016	S3-MALL-012	S3-MALL-013	S6-MALL-016	S1-MALL-010	S2-MALL-013	S1-MALL-015	S3-MALL-010	S2-MALL-017	S6-MALL-013	S3-MALL-016	S4-MALL-016	S1-MALL-008	S6-MALL-010	S2-MALL-010	S1-MALL-016	S1-MALL-012	S1-MALL-004	S4-MALL-013	S1-MALL-006	S2-MALL-008	S3-MALL-014	S4-MALL-015
Groupings	Y	No	No	No	No	No	No	Y	Y	No	Y	No	No	No	Y	Y	No	No	Y	Y	No	No	Y	No	No	Y	No	No	No	Y	Y	Y	Y	Y	No	Y
ab91b0f6f70a5993d5121cd2cfeb6422	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0
aa264addf7bf503e5d88556ae9291539	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfee0febdf8935a9b436f772b0414ae8	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a672a19e12619d8b2a43ab3e780c47e	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0
dc45112d57355ba15a0c3fcf6bad7631	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 7	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 2	 0	 0	 0	 0	13	 0	 0	 0
b5dd8d969fce83b6cf0c6f5774ac341e	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ca08c2ce30306134a1b8ace9b8eacda6	  0	  0	  0	  0	  0	  0	  9	  0	  0	  0	  0	 53	  0	  0	  0	  0	  0	  9	  0	  0	448	  0	  0	  0	  0	  0	  8	  0	  0	  0	  0	  0	  0	  0	  0	  0
26888bad0cd8c6ae57af7b7de92a5640	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
6441568eeb7f6e790f8687be306dddb2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1feab43b32685d040e3d1099bfdfa906	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	 0	10	 5	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
4d986b3c9bf2b6630b7134281ed3e32c	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e922169a9b0c3567165c5939f83c150b	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	19	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
6002fa67d7d0554aa367193fb840603d	 0	 0	 0	 0	 0	 0	 5	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 3	 0	12	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
195bfa6f581be70f95b3e49ba7bfb8c6	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d17d95b1bac320c43768b58f4901f75a	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	13	 0	 0	 0	 0	 0	16	 3	 0	 0	 0	 0	 0	 0	 0	 0
8fe8148b108751e3881bad5c90bc3398	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51be5197c4e04d26d4d035d8b82643c0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c2dd2895b3c5370feb16bc9f5550f9d9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
32604ea27289fbab3cd95d9b23cd0409	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
635991cf03bee2bf9a5d631f43336e24	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
b3c73c9d27159c8c1e471f9ee8642dff	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8540be5687449bc81b329153dee68676	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
59c012a3e9e8b6c5841e667021b91efd	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
d6fc5532aa111574979127c219abe424	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
73114ca86a36c97048c75ffce116a4a8	 0	 0	 0	 0	 0	 0	 5	 0	 0	 0	 0	54	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0
125896c06f9b5dc2c5b4c32e81a5c4e1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee41b89426af6b53f552a12022930c2a	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	30	 0	 0	 0	 0	 9	 0	 0	 0	 0	 0	 0	 0	 0	 0
31425a47f0623987faec978efa7d6cc5	0	0	0	0	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
943490dd38726e088e97dad9df5b5853	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 7	 0	 0	 0	 0	 0	 0	 0	 0	 0	11	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0
1b626d7b1a4942dbe0b3b3bd78cbaf53	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	44	 0	 0	 0	 0	 0	 0	 0	 0	 0
86cf8b3248f3e452e0c2277cc1a784d0	0	0	0	0	0	0	1	0	0	2	0	1	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6035ced479a8cce8084aa7fd371bdb61	  0	  0	  0	  0	  0	  0	  4	  0	  0	148	  0	  0	  0	  0	  0	  0	  0	  0	  0	  1	  0	 39	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0	  0
7a4d058ae9e5f276d4c4108419f0e334	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4fbced73f1e198e42ad79c9bfee94b88	 0	 0	 0	 0	 0	 0	 4	 0	 0	32	 0	17	 0	 0	 0	 0	 0	 0	 0	 0	 0	13	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
f00bcf9075d99439378922c89ad7fad7	  0	  0	  0	  0	  0	  0	  4	  0	  0	  0	  0	 28	  0	  0	  0	  0	  0	  4	  0	  0	273	  0	  0	  0	  0	  0	 16	  3	  0	  0	  0	  0	  0	  0	  0	  0
8292e565547d6c1133d4a12857605080	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 7	 0	12	 9	 3	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0
fcc2fb3189540f7d72597f0099880b83	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	15	 0	 0	 0	 0	 0	 0	 0	 0	 0	18	 0	 0	 0	 0	 0	 0	 0	 0
8fa6f65a10d03bf604d9912b8a92d172	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7d81b03e9102d60530679514a7e05e21	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	15	 0	 0	 0	 0	 0	 0	 0	 0
874be6739f151f30115f3d224bd159c6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34169faf75febc1c04f1a9f4278e0761	 0	 0	 0	 0	 0	 0	 1	 0	 0	77	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 9	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
99fb700bdef9fdc796551edac7e4c307	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 7	 0	 0	 0	 0	 0	 0	 0	 0	 2	12	 0	 0	 0	 0	 0	 0	 0	 0
826be98e28439cdbc5976e6596ea495c	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
173d4bb5125c6bbb3323b63c4f1dbbe6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4a33bd0214fbc77ce465482efa01ca3d	 0	 0	 0	 0	 0	 0	 2	 0	 0	 2	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	30	 0	 0	 0	 0	 0	 0	 0	 0	 0
5de0a4609aa66cdb21998565a8c3c198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
42ccbac549fd45a3be0978bf946416e7	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	20	 0	 0	 0	 0	 0	 0	 0	 0	 0
50c52f204a79f1bd9ba1042446ebc73d	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
82f3c4c766d43bafa185e488b15fab0e	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2416e40836f365dc7d1299bdef9416b6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
62e8249b0fbe9fa0e3d6181d492280bc	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c72828dd44ac0bbe4d37584d16dca200	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	18	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	 0	 0	 0	 0
86e5f41684e4875bed55edb6ee0b7a54	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	14	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0
f1bdf19263a4babc93ec6b8be06a6b8b	0	0	0	0	0	0	4	0	3	5	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	1	3	0	0	0	0	0	0	0	0
9116bdc5e8cb3f204dbd4fd7b43d0696	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5f837de2667427a4805ba6fdaf5c424b	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401bb0df51706b4c122b3c2ccedfd910	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	12	 0	 0	 0	 0	 0	 0	 0	 0
fd7c5620f926804e198d6fdc940e6f71	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51dd2caf93d6b86f35f01da42dc7453c	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 3	 0	 0	 0	 3	48	 0	 0	 0	 0	 3	 0	 5	 0
06b1529f7e916199cfe39c0a6d55bb35	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
317bfc056dfde448573fc8c9a843bc97	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe2ac5db4f156b40b8cadf2d296eb597	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ed6321d8ab977053b6b2645057063bee	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
c398ff5618d2bccf6741f54f34a233fe	 0	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	27	 0	 0	 0	 0	 0
a5d73344f3f1640d4c0b2796ea7a7f18	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91ecdabe8dfe13c319df14bcf294e06a	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29a5dd179f38b15f46ea975365c154f7	 0	 0	 0	 0	 0	 0	 2	 0	 0	32	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
26e953002a5894430da699d814e94c50	 0	 0	 0	 0	 0	 0	 2	 0	 0	11	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
2fea9b0ff4c2d64c0f575f565b6b11f0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	11	 0	 0	 0	 0	 0	 0	 0	 0
014d2795e1189ec856c12679fa4feb72	 0	 0	 0	 0	 0	 0	 1	 0	 0	 9	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	21	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
05bd3290ebc06d61571968595d63cd50	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	 0	58	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
d70bb288063717a596a62cacd805f652	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	30	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
1b496a38baf11b0c66227017e7c12e04	 0	 0	 0	 0	 0	 0	 2	 0	 0	 1	 0	 0	 1	 0	 0	 0	 0	13	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
a8cdfa1975cd4c5a42f0466246639f3f	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	15	 0	 0	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
c1cf23c2753ca32c1b43b4dc6806e0c1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef55e745bc3c77e6928728de93ee830c	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	15	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
0f72cf1510355ddc43decaaf91e4ae79	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db599f5723e92b77acdd68ebe375573c	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
d71547466afc684d41fbf604f98926fd	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1416db00530b8689854229cc33b83315	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	 2	 7	 0	 0	 0	 0	 0	 0	 0	 0
a2a727fea4bbebe7941feb71bdd2e7aa	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e9226299cb2da0174e614e2e3d6555d8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
e233f65a0ba0345abc64031ab8e7b31a	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b941db31a1a44a8dde1f4e5b6fd1fdc	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e62f660154fac40efd3def2df279c71b	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
993c4efcf381ba07e3cb640daeb8500c	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 4	22	 0	 0	 0	 0	 0	 0	 0	 0
71e89979eeaf5d85e0d656886f781cdb	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7be9082c85f1f5faa97c2610542738b5	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 3	 0	 0	 0	 0	 0	12	 0	 0	52	 0	 0	 0	 0	 0	 4	 0	 0	 0	 0	 0	 0	 0	 0	 0
d46b373a27e8ad44a23f2ff73f1db157	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9e6f476523ba7a046fcb7c1ae5a9c124	0	0	0	0	0	0	1	0	0	4	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d6cae5097151b548ec69c1b256bfce2c	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	6	0	0	0
4c73246af349194f97518033aa62e57a	 0	 0	 0	 0	 0	 0	 2	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	16	 0	 0	 0
8d835071e4da37fd212344bd306f6cc5	 0	 0	 0	 0	 0	 0	 0	 0	 0	28	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	 0	 0	 0
f16c03ffd311b8dcbb0ea863a986d86a	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	10	 0	 0	 0	 0	 0	 0	 2	 0	 0	 3	 0	 0	 0	 0	 2	 0	 0	 3	 0	40	 0	 0	 0
cab9884020b7583b83f9f6bdc5aca410	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ed99a8e333efd95bedac8906c70761a8	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
942c830cbb17f74d56da24d60344ad42	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
9f24c888b237a5588139e6ee1945a742	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
c04b4f275fc85f39ed2538bec8f641fe	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	7	0	0	0
68c93c467f6565cd8390a35df4bdfb7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1d3d35fafa01a487b9813c58e8a68e44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
8a4b9a227b6992917ba1ba1d9a76aafc	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
a52830b693876fd0a0bf70b6d1ec8f85	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6747cce82fdf489e202db152c2c46cd8	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5cb70d7c4cf0fc0d3d94b34858be04b9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
8fe2d46c5302333915e18563fe444eb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3766f79d6df21d0704d7b93d7e369e4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
bb43d1141e0c8e9e04575ac642c9b073	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c9a4ac9ab7210a13e39c3d670f84c4c3	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
80e04bd0bb09ff810f0b7f87445d6a41	 0	 0	 0	 0	 0	 0	 0	49	17	 0	 6	 1	 0	 0	11	 0	25	 0	13	 1	 0	 0	 1	 0	 0	 0	 0	 0	21	24	 0	 0	 0	 0	 0	22
79248deb0b759e979510450ac6df7e71	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
4776c87857a191b3224a3727146b1b43	0	0	0	0	0	0	1	9	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0
710cfa4f476d4d7bfef4373cc13fcfa0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 3	 0	 0	 2	 0	 0	 0	 0	15	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0
0f6ec32b30250edd63747dd3ff714ea5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
27a827d8a26d21270dc67cc91bb030ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
1a1ce1b1a6e352d3b47df8be9c77280b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
3e43983824574e0aef1828e340cdc581	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4656a87eed92fff27557b2a20bc6f1c4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a818134a0b2a8d1545b8c12be64133c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
4f508b9db3c4dd100163039e71a837d9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aa3fc29a262dc145c81f76f579c4897d	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 1	 0	 0	 0	 0	 0	11	 0	 0	 0	 0	 0	 0	 0	 0	 0
27abf254412a6756b5f414ded2d0b217	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dbbb7f80363be1b1d24b5330176748c2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0ef75a8f06e7e3c1e2a4016fa9dec971	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0cfcf4db6478e7ab2b9e867e1679e082	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0003b2d7b635944ea708407b75f392f4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2f26faada986e3fe7d7227c8a4396ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
26204cf7112c0178da486776a7113c85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
